,real_time,giWecRunContion,grCurrentVibrationY_PCH,grCurrentVibrationZ_PCH,grGenPowerForProcess,grGenSpeedForProcess,grWindSpeed
0,2017-11-16 14:21:22,8,0.0,-0.01,0.0,1.7,2.64
1,2017-11-16 14:21:23,8,0.0,-0.02,0.0,1.4,2.75
2,2017-11-16 14:21:24,8,0.0,-0.02,0.0,1.3,2.7
3,2017-11-16 14:21:25,8,0.0,-0.01,0.0,1.3,2.87
4,2017-11-16 14:21:26,8,0.0,-0.02,0.0,0.5,2.98
5,2017-11-16 14:21:27,8,0.0,0.01,0.0,0.4,2.97
6,2017-11-16 14:21:28,8,0.0,-0.01,0.0,0.2,2.83
7,2017-11-16 14:21:29,8,0.0,-0.01,0.0,0.0,2.79
8,2017-11-16 14:21:30,8,0.0,0.0,0.0,0.0,2.77
9,2017-11-16 14:21:31,8,0.0,0.0,0.0,0.0,2.73
10,2017-11-16 14:21:32,8,0.0,0.01,0.0,0.0,2.75
11,2017-11-16 14:21:33,8,0.0,0.0,0.0,0.0,2.84
12,2017-11-16 14:21:34,8,0.0,-0.04,0.0,0.2,2.91
13,2017-11-16 14:21:35,8,0.0,-0.01,0.0,1.5,2.98
14,2017-11-16 14:21:36,8,0.0,0.0,0.0,0.9,2.93
15,2017-11-16 14:21:37,8,0.0,0.0,0.0,0.0,2.83
16,2017-11-16 14:21:38,8,0.0,-0.01,0.0,0.4,2.58
17,2017-11-16 14:21:39,8,0.0,-0.02,0.0,1.0,2.47
18,2017-11-16 14:21:40,8,0.0,-0.02,0.0,1.4,3.04
19,2017-11-16 14:21:41,8,0.0,-0.01,0.0,1.8,3.67
20,2017-11-16 14:21:42,8,0.0,0.0,0.0,2.4,4.52
21,2017-11-16 14:21:43,8,0.0,-0.01,0.0,3.0,4.37
22,2017-11-16 14:21:44,8,0.0,-0.01,0.0,3.5,4.01
23,2017-11-16 14:21:45,8,0.0,0.0,0.0,3.7,3.9
24,2017-11-16 14:21:46,8,0.0,-0.02,0.0,3.7,3.53
25,2017-11-16 14:21:47,8,0.0,-0.01,0.0,3.3,3.43
26,2017-11-16 14:21:48,8,0.0,0.0,0.0,2.8,3.35
27,2017-11-16 14:21:49,8,0.0,-0.03,0.0,2.4,3.64
28,2017-11-16 14:21:50,8,0.0,-0.01,0.0,1.6,3.45
29,2017-11-16 14:21:51,8,0.0,0.01,0.0,1.5,3.6
30,2017-11-16 14:21:52,8,0.0,0.0,0.0,1.7,3.56
31,2017-11-16 14:21:53,8,0.0,-0.01,0.0,2.0,3.46
32,2017-11-16 14:21:54,8,0.0,-0.01,0.0,2.0,3.17
33,2017-11-16 14:21:55,8,0.0,0.0,0.0,2.2,3.09
34,2017-11-16 14:21:56,8,0.0,-0.02,0.0,2.1,3.26
35,2017-11-16 14:21:57,8,0.0,-0.02,0.0,1.8,3.46
36,2017-11-16 14:21:58,8,0.0,-0.01,0.0,1.3,3.7
37,2017-11-16 14:21:59,8,0.0,0.0,0.0,0.8,4.0
38,2017-11-16 14:22:00,8,0.0,0.0,0.0,0.0,4.13
39,2017-11-16 14:22:01,8,0.0,-0.02,0.0,0.0,4.15
40,2017-11-16 14:22:02,8,0.0,-0.03,0.0,2.6,4.45
41,2017-11-16 14:22:03,8,0.0,-0.02,0.0,2.5,4.16
42,2017-11-16 14:22:04,8,0.0,0.0,0.0,2.9,4.33
43,2017-11-16 14:22:05,8,0.0,-0.02,0.0,3.5,4.81
44,2017-11-16 14:22:06,8,0.0,-0.01,0.0,3.7,5.14
45,2017-11-16 14:22:07,8,0.0,-0.03,0.0,4.4,4.81
46,2017-11-16 14:22:08,8,0.0,-0.01,0.0,5.1,4.68
47,2017-11-16 14:22:09,8,0.0,0.01,0.0,6.0,4.64
48,2017-11-16 14:22:10,8,0.0,-0.01,0.0,6.7,4.97
49,2017-11-16 14:22:11,8,0.0,-0.02,0.0,6.4,5.0
50,2017-11-16 14:22:12,8,0.0,-0.03,0.0,6.5,4.16
51,2017-11-16 14:22:13,8,0.0,-0.01,0.0,7.2,3.89
52,2017-11-16 14:22:14,8,0.0,0.02,0.0,7.5,3.89
53,2017-11-16 14:22:15,8,0.0,-0.03,0.0,7.8,3.98
54,2017-11-16 14:22:16,8,0.0,-0.02,0.0,8.0,4.23
55,2017-11-16 14:22:17,8,0.0,-0.01,0.0,7.6,4.67
56,2017-11-16 14:22:18,8,0.0,0.0,0.0,7.2,4.81
57,2017-11-16 14:22:19,8,0.0,0.0,0.0,6.6,5.07
58,2017-11-16 14:22:20,8,0.0,-0.02,0.0,6.0,5.16
59,2017-11-16 14:22:21,8,0.0,0.0,0.0,4.4,5.38
60,2017-11-16 14:22:22,8,0.0,-0.01,0.0,3.7,5.18
61,2017-11-16 14:22:23,8,0.0,-0.01,0.0,3.0,4.88
62,2017-11-16 14:22:24,8,0.0,0.0,0.0,1.8,4.75
63,2017-11-16 14:22:25,8,0.0,0.0,0.0,0.0,4.82
64,2017-11-16 14:22:26,8,0.0,-0.02,0.0,1.3,4.7
65,2017-11-16 14:22:27,8,0.0,-0.02,0.0,1.6,4.63
66,2017-11-16 14:22:28,8,0.0,0.0,0.0,1.5,4.79
67,2017-11-16 14:22:29,8,0.0,-0.01,0.0,2.9,4.07
68,2017-11-16 14:22:30,8,0.0,0.0,0.0,3.7,4.11
69,2017-11-16 14:22:31,8,0.0,-0.01,0.0,3.8,4.35
70,2017-11-16 14:22:32,8,0.0,-0.01,0.0,3.3,4.49
71,2017-11-16 14:22:33,8,0.0,0.01,0.0,2.6,4.71
72,2017-11-16 14:22:34,8,0.0,-0.04,0.0,3.2,4.92
73,2017-11-16 14:22:35,8,0.0,-0.01,0.0,3.2,4.59
74,2017-11-16 14:22:36,8,0.0,0.02,0.0,2.7,4.62
75,2017-11-16 14:22:37,2,0.0,-0.03,0.0,2.1,4.88
76,2017-11-16 14:22:38,2,0.0,0.0,0.0,4.6,4.59
77,2017-11-16 14:22:39,2,0.0,-0.03,0.0,6.0,4.35
78,2017-11-16 14:22:40,2,0.0,-0.01,0.0,8.9,4.01
79,2017-11-16 14:22:41,2,0.0,-0.01,0.0,9.6,3.79
80,2017-11-16 14:22:42,2,0.0,-0.02,0.0,16.4,4.01
