,real_time,WT_Runcode,iGenPower,iGenSpeed,iTemp1GearOil_1sec,iTempGearBearDE_1sec,iTempGearBearNDE_1sec,iTempNacelle_1sec,iVaneDiiection,iWindSpeed
0,2017-11-15 16:47:00,3,2046,1751,64.7,77.0,72.2,12.1,9.08,12.33
1,2017-11-15 16:47:01,3,2046,1751,64.7,77.0,72.2,12.1,9.08,12.33
2,2017-11-15 16:47:02,3,2057,1753,64.7,77.0,72.2,12.1,2.8,13.55
3,2017-11-15 16:47:03,3,2051,1754,64.7,76.9,72.2,12.1,10.06,12.32
4,2017-11-15 16:47:04,3,2049,1752,64.7,76.9,72.2,12.1,14.11,12.98
5,2017-11-15 16:47:05,3,2049,1752,64.7,76.9,72.2,12.1,14.11,12.98
6,2017-11-15 16:47:06,3,2040,1748,64.7,76.9,72.2,12.1,12.79,14.46
7,2017-11-15 16:47:07,3,2055,1742,64.7,76.9,72.2,12.1,0.89,13.55
8,2017-11-15 16:47:08,3,2055,1742,64.7,76.9,72.2,12.1,0.89,13.55
9,2017-11-15 16:47:09,3,2050,1743,64.7,77.0,72.2,12.1,7.91,13.73
10,2017-11-15 16:47:10,3,2059,1745,64.7,77.0,72.2,12.2,12.83,12.2
11,2017-11-15 16:47:11,3,2064,1752,64.7,76.9,72.2,12.1,10.87,12.47
12,2017-11-15 16:47:12,3,2064,1752,64.7,76.9,72.2,12.1,10.87,12.47
13,2017-11-15 16:47:13,3,2062,1759,64.7,76.9,72.2,12.1,-1.68,14.08
14,2017-11-15 16:47:14,3,2063,1768,64.7,76.9,72.2,12.1,0.88,14.58
15,2017-11-15 16:47:15,3,2064,1774,64.7,76.9,72.2,12.1,0.97,15.41
16,2017-11-15 16:47:16,3,2064,1774,64.7,77.0,72.2,12.1,0.97,15.41
17,2017-11-15 16:47:17,3,2066,1782,64.7,76.9,72.2,12.1,11.03,13.85
18,2017-11-15 16:47:18,3,2053,1784,64.7,76.9,72.2,12.1,-4.88,15.01
19,2017-11-15 16:47:19,3,2053,1784,64.7,76.9,72.2,12.1,-4.88,15.01
20,2017-11-15 16:47:20,3,2043,1776,64.7,77.0,72.2,12.1,-9.19,15.49
21,2017-11-15 16:47:21,3,2053,1764,64.7,77.0,72.2,12.1,0.08,13.95
22,2017-11-15 16:47:22,3,2053,1764,64.7,77.0,72.2,12.1,0.08,13.95
23,2017-11-15 16:47:23,3,2048,1755,64.7,76.9,72.2,12.1,7.55,13.72
24,2017-11-15 16:47:24,3,2051,1755,64.7,77.0,72.2,12.2,4.73,13.22
25,2017-11-15 16:47:25,3,2047,1754,64.7,77.0,72.2,12.2,-14.66,13.12
26,2017-11-15 16:47:26,3,2047,1754,64.7,77.0,72.2,12.2,-14.66,13.12
27,2017-11-15 16:47:27,3,2050,1748,64.7,77.0,72.2,12.2,-11.92,12.94
28,2017-11-15 16:47:28,3,2047,1745,64.7,77.0,72.2,12.1,-4.06,15.4
29,2017-11-15 16:47:29,3,2051,1740,64.7,76.9,72.2,12.1,-4.13,13.41
30,2017-11-15 16:47:30,3,2051,1740,64.7,76.9,72.2,12.1,-4.13,13.41
31,2017-11-15 16:47:31,3,2052,1739,64.7,76.9,72.2,12.1,-5.23,12.91
32,2017-11-15 16:47:32,3,2054,1747,64.7,76.9,72.2,12.1,-0.37,15.68
33,2017-11-15 16:47:33,3,2054,1747,64.7,76.9,72.2,12.1,-0.37,15.68
34,2017-11-15 16:47:34,3,2051,1755,64.7,76.9,72.2,12.2,2.5,14.13
35,2017-11-15 16:47:35,3,2043,1755,64.7,76.9,72.2,12.2,12.2,14.23
36,2017-11-15 16:47:36,3,2041,1752,64.7,77.0,72.2,12.2,0.07,13.05
37,2017-11-15 16:47:37,3,2041,1752,64.7,77.0,72.2,12.2,0.07,13.05
38,2017-11-15 16:47:38,3,2050,1745,64.7,77.0,72.2,12.2,-8.7,14.64
39,2017-11-15 16:47:39,3,2061,1739,64.7,77.0,72.2,12.2,-4.6,12.81
40,2017-11-15 16:47:40,3,2061,1739,64.7,77.0,72.2,12.2,-4.6,12.81
41,2017-11-15 16:47:41,3,2062,1737,64.7,77.0,72.2,12.2,-8.18,11.62
42,2017-11-15 16:47:42,3,2067,1737,64.7,76.9,72.2,12.2,-4.65,15.6
43,2017-11-15 16:47:43,3,2069,1735,64.7,76.9,72.2,12.2,-7.89,13.78
44,2017-11-15 16:47:44,3,2069,1735,64.7,76.9,72.2,12.2,-7.89,13.78
45,2017-11-15 16:47:45,3,2041,1735,64.7,76.9,72.2,12.1,-5.68,12.34
46,2017-11-15 16:47:46,3,2020,1733,64.7,76.9,72.2,12.1,2.82,13.35
47,2017-11-15 16:47:47,3,2020,1733,64.7,76.9,72.2,12.1,2.82,13.35
48,2017-11-15 16:47:48,3,1982,1734,64.7,77.0,72.2,12.1,-0.6,13.55
49,2017-11-15 16:47:50,3,2030,1741,64.7,76.9,72.2,12.1,-2.42,13.25
50,2017-11-15 16:47:51,3,2030,1741,64.7,76.9,72.2,12.1,-2.42,13.25
51,2017-11-15 16:47:52,3,2010,1740,64.7,76.9,72.2,12.1,3.09,12.96
52,2017-11-15 16:47:53,3,1974,1739,64.7,77.0,72.2,12.1,3.4,12.64
53,2017-11-15 16:47:54,3,1974,1739,64.7,77.0,72.2,12.1,3.4,12.64
54,2017-11-15 16:47:55,3,2029,1750,64.7,77.0,72.2,12.1,-4.27,12.71
55,2017-11-15 16:47:57,3,2067,1784,64.7,76.9,72.2,12.1,8.33,13.14
56,2017-11-15 16:47:59,3,2059,1787,64.7,77.0,72.2,12.1,18.26,14.46
57,2017-11-15 16:48:00,3,2061,1777,64.7,77.0,72.2,12.1,2.75,15.46
58,2017-11-15 16:48:01,3,2057,1766,64.7,77.0,72.2,12.1,-5.14,15.69
59,2017-11-15 16:48:02,3,2057,1766,64.7,77.0,72.2,12.1,-5.14,15.69
60,2017-11-15 16:48:03,3,2052,1757,64.7,76.9,72.2,12.2,-3.21,12.88
61,2017-11-15 16:48:04,3,2062,1756,64.7,77.0,72.2,12.2,7.25,13.69
62,2017-11-15 16:48:05,3,2062,1756,64.7,77.0,72.2,12.2,7.25,13.69
63,2017-11-15 16:48:06,3,2068,1761,64.7,77.0,72.2,12.1,2.91,12.55
64,2017-11-15 16:48:07,3,2064,1770,64.7,77.0,72.2,12.1,0.39,12.53
65,2017-11-15 16:48:08,3,2053,1769,64.7,77.0,72.2,12.2,1.0,17.12
66,2017-11-15 16:48:09,3,2053,1769,64.7,77.0,72.2,12.2,1.0,17.12
67,2017-11-15 16:48:10,3,2044,1758,64.7,77.0,72.2,12.1,5.07,16.01
68,2017-11-15 16:48:11,3,2048,1741,64.7,77.0,72.2,12.1,6.49,14.17
69,2017-11-15 16:48:12,3,2048,1741,64.7,77.0,72.2,12.1,6.49,14.17
70,2017-11-15 16:48:13,3,2046,1725,64.7,77.0,72.2,12.1,0.79,15.12
71,2017-11-15 16:48:14,3,2039,1720,64.7,77.0,72.2,12.1,1.76,14.35
72,2017-11-15 16:48:15,3,1977,1725,64.7,76.9,72.2,12.1,17.49,12.9
73,2017-11-15 16:48:16,3,1977,1725,64.7,76.9,72.2,12.1,17.49,12.9
74,2017-11-15 16:48:17,3,2005,1732,64.7,77.0,72.2,12.2,10.22,13.77
75,2017-11-15 16:48:18,3,2039,1736,64.7,77.0,72.2,12.2,-3.14,12.44
76,2017-11-15 16:48:19,3,2062,1738,64.7,76.9,72.2,12.2,-1.97,13.89
77,2017-11-15 16:48:20,3,2062,1738,64.7,76.9,72.2,12.2,-1.97,13.89
