,real_time,WT_Runcode,iGenPower,iGenSpeed,iTemp1GearOil_1sec,iTempGearBearDE_1sec,iTempGearBearNDE_1sec,iTempNacelle_1sec,iVaneDiiection,iWindSpeed
0,2017-11-15 13:08:00,3,2061,1753,64.3,75.4,71.6,10.1,-8.63,11.15
1,2017-11-15 13:08:01,3,2063,1760,64.3,75.4,71.6,10.1,-13.58,11.27
2,2017-11-15 13:08:02,3,2063,1760,64.3,75.4,71.6,10.1,-13.58,11.27
3,2017-11-15 13:08:03,3,2053,1765,64.3,75.4,71.6,10.1,-15.97,11.13
4,2017-11-15 13:08:04,3,2058,1771,64.3,75.4,71.6,10.1,-7.85,10.74
5,2017-11-15 13:08:05,3,2058,1771,64.3,75.4,71.6,10.1,-7.85,10.74
6,2017-11-15 13:08:06,3,2051,1770,64.3,75.4,71.6,10.1,3.07,10.62
7,2017-11-15 13:08:07,3,2051,1768,64.3,75.4,71.6,10.1,2.23,10.08
8,2017-11-15 13:08:08,3,2042,1767,64.3,75.4,71.6,10.1,-5.3,10.8
9,2017-11-15 13:08:09,3,2042,1767,64.3,75.4,71.6,10.1,-5.3,10.8
10,2017-11-15 13:08:10,3,2050,1758,64.3,75.4,71.6,10.1,-4.25,10.03
11,2017-11-15 13:08:11,3,2051,1753,64.3,75.4,71.6,10.1,-5.8,8.82
12,2017-11-15 13:08:12,3,2051,1753,64.3,75.4,71.6,10.1,-5.8,8.82
13,2017-11-15 13:08:13,3,2058,1751,64.3,75.4,71.6,10.1,-7.51,9.82
14,2017-11-15 13:08:14,3,2069,1754,64.3,75.4,71.6,10.1,-5.01,10.63
15,2017-11-15 13:08:15,3,2073,1763,64.3,75.4,71.6,10.1,-5.6,13.21
16,2017-11-15 13:08:16,3,2073,1763,64.3,75.4,71.6,10.1,-5.6,13.21
17,2017-11-15 13:08:17,3,2070,1771,64.3,75.4,71.6,10.1,-5.26,11.62
18,2017-11-15 13:08:18,3,2064,1776,64.3,75.4,71.6,10.1,-4.54,11.22
19,2017-11-15 13:08:19,3,2064,1776,64.3,75.4,71.6,10.1,-4.54,11.22
20,2017-11-15 13:08:20,3,2056,1772,64.3,75.4,71.6,10.1,-3.12,11.97
21,2017-11-15 13:08:21,3,2059,1765,64.3,75.4,71.6,10.1,-7.3,12.38
22,2017-11-15 13:08:22,3,2050,1757,64.3,75.4,71.6,10.1,-5.69,13.22
