,real_time,WT_Runcode,bYawCCW_RemCOM,bYawCW_RemCOM,iCableTwistTotal,iGenPower,iGenSpeed,iNacellePositionTotal,iTurbineOperationMode,iVaneDiiection,iWindSpeed,iYPLevel
0,2017-11-17 23:07:46,3,0,0,47,2032,1739,23,20,-6.14,11.19,0
1,2017-11-17 23:07:47,3,0,0,47,2053,1736,23,20,-4.14,11.71,0
2,2017-11-17 23:07:48,3,0,0,47,2024,1729,23,20,-1.15,10.99,0
3,2017-11-17 23:07:49,3,0,0,47,2056,1725,23,20,3.07,9.27,0
4,2017-11-17 23:07:50,3,0,0,47,1986,1718,23,20,6.71,10.09,0
5,2017-11-17 23:07:51,3,0,0,47,1926,1723,23,20,1.75,10.33,0
6,2017-11-17 23:07:52,3,0,0,47,1926,1728,23,20,-11.07,9.52,0
7,2017-11-17 23:07:53,3,0,0,47,2001,1739,23,20,2.97,8.83,0
8,2017-11-17 23:07:54,3,0,0,47,2068,1750,23,20,5.64,10.65,0
9,2017-11-17 23:07:55,3,0,0,47,2056,1758,23,20,-13.73,11.91,0
10,2017-11-17 23:07:56,3,0,0,47,2056,1759,23,20,3.64,12.25,0
11,2017-11-17 23:07:57,3,0,0,47,2035,1750,23,20,-24.21,11.12,0
12,2017-11-17 23:07:58,3,0,0,47,2055,1752,23,20,-12.56,10.35,0
13,2017-11-17 23:07:59,3,0,0,47,2047,1746,23,20,-27.85,11.2,0
14,2017-11-17 23:08:00,3,0,0,47,2050,1750,23,20,-18.45,11.54,0
15,2017-11-17 23:08:01,3,0,0,47,2058,1757,23,20,-13.43,11.52,0
16,2017-11-17 23:08:02,3,0,0,47,2064,1761,23,20,-7.86,13.03,0
17,2017-11-17 23:08:03,3,0,0,47,2056,1763,23,20,-22.95,11.63,0
18,2017-11-17 23:08:04,3,0,0,47,2043,1765,23,20,-11.89,10.05,0
19,2017-11-17 23:08:05,3,0,0,47,2051,1767,23,20,-12.11,11.6,0
20,2017-11-17 23:08:06,3,0,0,47,2047,1768,23,20,-12.07,10.55,0
21,2017-11-17 23:08:07,3,0,0,47,2062,1775,23,20,-10.43,9.75,0
22,2017-11-17 23:08:08,3,0,0,47,2058,1777,23,20,2.47,11.81,0
23,2017-11-17 23:08:09,3,0,0,47,2057,1774,23,20,-4.91,12.78,0
24,2017-11-17 23:08:10,3,0,0,47,2052,1772,23,20,-18.22,12.11,0
25,2017-11-17 23:08:11,3,0,0,47,2043,1764,23,20,-5.0,12.7,0
26,2017-11-17 23:08:12,3,0,0,47,2054,1759,23,20,-11.02,12.88,0
27,2017-11-17 23:08:13,3,0,0,47,2061,1752,23,20,-16.93,12.65,0
28,2017-11-17 23:08:14,3,0,0,47,2059,1758,23,20,-6.66,12.52,0
29,2017-11-17 23:08:15,3,0,0,47,2050,1753,23,20,-7.81,12.11,0
30,2017-11-17 23:08:16,3,0,0,47,2044,1750,23,20,-8.87,12.56,0
31,2017-11-17 23:08:17,3,0,0,47,2043,1745,23,20,-2.87,11.15,0
32,2017-11-17 23:08:18,3,0,0,47,2053,1744,23,20,-24.8,11.83,0
33,2017-11-17 23:08:19,3,0,0,47,2048,1743,23,20,-12.56,11.89,0
34,2017-11-17 23:08:20,3,0,0,47,2042,1742,23,20,-0.06,12.02,0
35,2017-11-17 23:08:21,3,0,0,47,2049,1744,23,20,-2.2,13.35,0
36,2017-11-17 23:08:22,3,0,0,47,2041,1738,23,20,5.23,11.2,0
37,2017-11-17 23:08:23,3,0,0,47,2044,1732,23,20,-9.27,10.64,0
38,2017-11-17 23:08:24,3,0,0,47,2058,1736,23,20,-19.96,12.61,0
39,2017-11-17 23:08:25,3,0,0,47,2047,1733,23,20,-6.43,10.42,0
40,2017-11-17 23:08:26,3,0,0,47,2061,1739,23,20,-9.93,10.86,0
41,2017-11-17 23:08:27,3,0,0,47,2064,1741,23,20,-18.36,10.08,0
42,2017-11-17 23:08:28,3,0,0,47,2057,1748,23,20,7.97,10.55,0
43,2017-11-17 23:08:29,3,0,0,47,2046,1746,23,20,1.14,9.38,0
44,2017-11-17 23:08:30,3,0,0,47,2056,1748,23,20,-15.62,11.95,0
45,2017-11-17 23:08:31,3,0,0,47,2063,1750,23,20,-16.57,11.65,0
46,2017-11-17 23:08:32,3,0,0,47,2046,1747,23,20,-7.92,12.53,0
47,2017-11-17 23:08:33,3,0,0,47,2032,1742,23,20,-14.8,11.91,0
48,2017-11-17 23:08:34,3,0,0,47,2049,1744,23,20,6.97,11.26,0
49,2017-11-17 23:08:35,3,0,0,47,2057,1742,23,20,8.42,11.38,0
50,2017-11-17 23:08:36,3,0,0,47,2026,1732,23,20,13.92,10.9,0
51,2017-11-17 23:08:37,3,0,0,47,1994,1727,23,20,21.62,9.79,0
52,2017-11-17 23:08:38,3,0,0,47,1891,1721,23,20,-30.1,11.27,0
53,2017-11-17 23:08:39,3,0,0,47,1831,1720,23,20,17.03,10.54,0
54,2017-11-17 23:08:40,3,0,0,47,1835,1725,23,20,31.0,13.87,0
55,2017-11-17 23:08:41,3,0,0,47,1878,1733,23,20,9.85,10.81,0
56,2017-11-17 23:08:42,3,0,0,47,1941,1738,23,20,34.2,11.6,0
57,2017-11-17 23:08:43,3,0,0,47,2006,1744,23,20,6.78,12.03,0
58,2017-11-17 23:08:44,3,0,0,47,2054,1750,23,20,12.11,10.64,0
59,2017-11-17 23:08:45,3,0,0,47,2053,1747,23,20,19.0,10.55,0
60,2017-11-17 23:08:46,3,0,0,47,2045,1744,23,20,14.65,9.29,0
61,2017-11-17 23:08:47,3,0,0,47,2019,1734,23,20,-4.02,10.09,0
62,2017-11-17 23:08:48,3,0,0,47,1992,1736,23,20,13.22,10.93,0
63,2017-11-17 23:08:49,3,0,0,47,1990,1744,23,20,24.74,10.16,0
64,2017-11-17 23:08:50,3,0,0,47,2068,1753,23,20,-6.67,10.57,0
65,2017-11-17 23:08:51,3,0,0,47,2075,1768,23,20,13.45,10.84,0
66,2017-11-17 23:08:52,3,0,0,47,2052,1772,23,20,-4.1,9.12,0
67,2017-11-17 23:08:53,3,0,0,47,2042,1777,23,20,-1.06,12.48,0
68,2017-11-17 23:08:54,3,0,0,47,2045,1772,23,20,-7.47,12.55,0
69,2017-11-17 23:08:55,3,0,0,47,2061,1778,23,20,-11.77,11.2,0
70,2017-11-17 23:08:56,3,0,0,47,2052,1782,23,20,-9.14,12.58,0
71,2017-11-17 23:08:57,3,0,0,47,2055,1780,23,20,-21.22,11.15,0
72,2017-11-17 23:08:58,3,0,0,47,2044,1781,23,20,-15.67,13.27,0
73,2017-11-17 23:08:59,3,0,0,47,2038,1779,23,20,-8.61,12.82,0
74,2017-11-17 23:09:00,3,0,0,47,2023,1763,23,20,7.26,11.46,0
75,2017-11-17 23:09:01,3,0,0,47,2026,1751,23,20,-7.93,12.33,0
76,2017-11-17 23:09:02,3,0,0,47,2039,1739,23,20,-9.34,11.21,0
77,2017-11-17 23:09:03,3,0,0,47,2047,1732,23,20,-7.81,11.31,0
78,2017-11-17 23:09:04,3,0,0,47,2053,1735,23,20,-15.22,10.91,0
79,2017-11-17 23:09:05,3,0,0,47,2072,1743,23,20,-12.73,12.27,0
80,2017-11-17 23:09:06,3,0,0,47,2058,1749,23,20,-11.82,12.21,0
81,2017-11-17 23:09:07,3,0,0,47,2062,1756,23,20,5.88,10.54,0
82,2017-11-17 23:09:08,3,0,0,47,2064,1760,23,20,8.02,10.7,0
83,2017-11-17 23:09:09,3,0,0,47,2049,1759,23,20,-3.92,10.55,0
84,2017-11-17 23:09:10,3,0,0,47,2045,1758,23,20,-16.9,11.28,0
85,2017-11-17 23:09:11,3,0,0,47,2057,1759,23,20,-7.31,9.62,0
86,2017-11-17 23:09:12,3,0,0,47,2059,1758,23,20,-1.54,10.65,0
87,2017-11-17 23:09:13,3,0,0,47,2045,1752,23,20,-21.43,12.17,0
88,2017-11-17 23:09:14,3,0,0,47,2052,1750,23,20,-12.43,12.55,0
89,2017-11-17 23:09:15,3,0,0,47,2067,1754,23,20,-13.92,11.26,0
90,2017-11-17 23:09:16,3,0,0,47,2056,1754,23,20,-3.76,11.26,0
91,2017-11-17 23:09:17,3,0,0,47,2039,1749,23,20,-26.78,10.95,0
92,2017-11-17 23:09:18,3,0,0,47,2050,1750,23,20,0.6,13.87,0
93,2017-11-17 23:09:19,3,0,0,47,2062,1748,23,20,-14.57,12.76,0
94,2017-11-17 23:09:20,3,0,0,47,2048,1746,23,20,-12.92,12.51,0
95,2017-11-17 23:09:21,3,0,0,47,2049,1747,23,20,-16.51,11.61,0
96,2017-11-17 23:09:22,3,0,0,47,2045,1747,23,20,-13.27,12.54,0
97,2017-11-17 23:09:23,3,0,0,47,2046,1743,23,20,-12.66,11.32,0
98,2017-11-17 23:09:24,3,0,0,47,2059,1737,23,20,-18.53,8.41,0
99,2017-11-17 23:09:25,3,0,0,47,2040,1733,23,20,14.13,11.28,0
100,2017-11-17 23:09:26,3,0,0,47,2003,1728,23,20,-13.57,10.5,0
101,2017-11-17 23:09:27,3,0,0,47,1924,1722,23,20,8.5,9.48,0
102,2017-11-17 23:09:28,3,0,0,47,1892,1728,23,20,2.92,10.41,0
103,2017-11-17 23:09:29,3,0,0,47,1900,1726,23,20,5.97,10.18,0
104,2017-11-17 23:09:30,3,0,0,47,1906,1737,23,20,16.73,11.02,0
105,2017-11-17 23:09:31,3,0,0,47,1955,1740,23,20,20.27,11.73,0
106,2017-11-17 23:09:32,3,0,0,47,2078,1760,23,20,26.14,11.16,0
107,2017-11-17 23:09:33,3,0,0,47,2051,1765,23,20,-2.27,11.59,0
108,2017-11-17 23:09:34,3,0,0,47,2070,1772,23,20,7.5,12.62,0
109,2017-11-17 23:09:35,3,0,0,47,2046,1771,23,20,20.13,11.17,0
110,2017-11-17 23:09:36,3,0,0,47,2053,1769,23,20,-25.92,11.27,0
111,2017-11-17 23:09:37,3,0,0,47,2044,1762,23,20,24.5,12.76,0
112,2017-11-17 23:09:38,3,0,0,47,2039,1749,23,20,40.41,11.05,0
113,2017-11-17 23:09:39,3,0,0,47,2028,1743,23,20,21.24,10.15,0
114,2017-11-17 23:09:40,3,0,0,47,2047,1733,23,20,29.09,7.97,0
115,2017-11-17 23:09:41,3,0,0,47,2041,1732,23,20,1.75,7.36,0
116,2017-11-17 23:09:42,3,0,0,47,2009,1734,23,20,2.58,8.55,0
117,2017-11-17 23:09:43,3,0,0,47,2040,1741,23,20,12.37,8.26,0
118,2017-11-17 23:09:44,3,0,0,47,2055,1743,23,20,-4.43,8.21,0
119,2017-11-17 23:09:45,3,0,0,47,2053,1751,23,20,9.36,8.44,0
120,2017-11-17 23:09:46,3,0,0,47,2044,1749,23,20,-11.0,8.8,0
121,2017-11-17 23:09:47,3,0,0,47,2052,1753,23,20,-12.59,8.0,0
122,2017-11-17 23:09:48,3,0,0,47,2067,1762,23,20,0.15,8.93,0
123,2017-11-17 23:09:49,3,0,0,47,2051,1765,23,20,-20.82,9.28,0
124,2017-11-17 23:09:50,3,0,0,47,2063,1769,23,20,-12.92,9.0,0
125,2017-11-17 23:09:51,3,0,0,47,2067,1781,23,20,-2.94,10.15,0
126,2017-11-17 23:09:52,3,0,0,47,2077,1794,23,20,-16.43,11.46,0
127,2017-11-17 23:09:53,3,0,0,47,2045,1794,23,20,-12.29,12.57,0
128,2017-11-17 23:09:54,3,0,0,47,2044,1794,23,20,-10.3,13.11,0
129,2017-11-17 23:09:55,3,0,0,47,2060,1796,23,20,-15.43,11.62,0
130,2017-11-17 23:09:56,3,0,0,47,2044,1791,23,20,-17.44,12.26,0
131,2017-11-17 23:09:57,3,0,0,47,2020,1779,23,20,-0.71,12.32,0
132,2017-11-17 23:09:58,3,0,0,47,2049,1779,23,20,1.43,12.54,0
133,2017-11-17 23:09:59,3,0,0,47,2039,1770,23,20,-4.4,9.93,0
134,2017-11-17 23:10:00,3,0,0,47,2041,1757,23,20,-11.83,13.74,0
135,2017-11-17 23:10:01,3,0,0,47,2037,1754,23,20,0.18,14.97,0
136,2017-11-17 23:10:02,3,0,0,47,2036,1747,23,20,-13.52,12.65,0
137,2017-11-17 23:10:03,3,0,0,47,2032,1731,23,20,-2.76,11.43,0
138,2017-11-17 23:10:04,3,0,0,47,2030,1722,23,20,14.7,10.15,0
139,2017-11-17 23:10:05,3,0,0,47,2029,1713,23,20,3.97,8.1,0
140,2017-11-17 23:10:06,3,0,0,47,1920,1705,23,20,-43.98,7.49,0
141,2017-11-17 23:10:07,3,0,0,47,1864,1714,23,20,6.99,10.82,0
142,2017-11-17 23:10:08,3,0,0,47,1925,1732,23,20,5.75,11.37,0
143,2017-11-17 23:10:09,3,0,0,47,2054,1747,23,20,-7.26,10.59,0
