,real_time,giWecRunContion,grGenPowerForProcess,grGenSpeedForProcess,grNacelleFanRunningHours,grTemp1GearOil_1sec,grTempGearBearDE_1sec,grTempGearBearNDE_1sec,grTempGearOilHeaterSystem_1sec,grTempNacelle_1sec,grWindSpeed
0,2017-11-17 09:08:00,3,1443.5,1746.5,0.0,69.2,73.7,77.5,-1.0,0.8,12.99
1,2017-11-17 09:08:01,3,1442.9,1743.5,0.0,69.2,73.67,77.5,-1.0,0.8,13.15
2,2017-11-17 09:08:02,3,1440.1,1742.9,0.0,69.2,73.7,77.5,-1.0,0.8,13.52
3,2017-11-17 09:08:03,3,1449.7,1739.7,0.0,69.2,73.7,77.5,-1.0,0.8,13.39
4,2017-11-17 09:08:04,3,1449.2,1743.4,0.0,69.2,73.7,77.5,-1.0,0.8,12.38
5,2017-11-17 09:08:05,3,1447.8,1743.5,0.0,69.22,73.7,77.5,-1.0,0.8,13.69
6,2017-11-17 09:08:06,3,1447.8,1747.4,0.0,69.2,73.7,77.5,-1.0,0.8,12.82
7,2017-11-17 09:08:07,3,1454.3,1752.3,0.0,69.2,73.7,77.5,-1.0,0.8,13.17
8,2017-11-17 09:08:08,3,1444.7,1750.4,0.0,69.22,73.7,77.5,-1.0,0.8,12.88
9,2017-11-17 09:08:09,3,1448.6,1752.5,0.0,69.24,73.7,77.5,-1.0,0.8,12.4
10,2017-11-17 09:08:10,3,1442.8,1748.9,0.0,69.25,73.7,77.5,-1.0,0.8,12.71
11,2017-11-17 09:08:11,3,1447.4,1746.9,0.0,69.25,73.7,77.5,-1.0,0.8,12.61
12,2017-11-17 09:08:12,3,1452.9,1747.3,0.0,69.27,73.7,77.5,-1.0,0.8,11.85
13,2017-11-17 09:08:13,3,1442.4,1749.3,0.0,69.28,73.7,77.5,-1.0,0.8,11.91
14,2017-11-17 09:08:14,3,1447.7,1748.2,0.0,69.25,73.7,77.5,-1.0,0.8,11.02
15,2017-11-17 09:08:15,3,1449.3,1750.8,0.0,69.27,73.7,77.5,-1.0,0.8,12.35
16,2017-11-17 09:08:16,3,1446.2,1753.3,0.0,69.3,73.7,77.5,-1.0,0.8,13.83
17,2017-11-17 09:08:17,3,1444.3,1749.7,0.0,69.3,73.7,77.5,-1.0,0.8,13.38
18,2017-11-17 09:08:18,3,1443.8,1750.5,0.0,69.3,73.7,77.5,-1.0,0.8,14.48
19,2017-11-17 09:08:19,3,1439.0,1749.1,0.0,69.27,73.7,77.5,-1.0,0.8,13.68
20,2017-11-17 09:08:20,3,1451.1,1751.5,0.0,69.3,73.7,77.5,-1.0,0.8,11.95
21,2017-11-17 09:08:21,3,1434.7,1751.3,0.0,69.3,73.7,77.5,-1.0,0.8,14.15
22,2017-11-17 09:08:22,3,1435.2,1750.3,0.0,69.27,73.7,77.5,-1.0,0.8,14.01
23,2017-11-17 09:08:23,3,1442.8,1751.3,0.0,69.29,73.7,77.5,-1.0,0.8,14.15
24,2017-11-17 09:08:24,3,1442.8,1749.8,0.0,69.3,73.7,77.5,-1.0,0.8,13.26
25,2017-11-17 09:08:25,3,1438.4,1747.5,0.0,69.3,73.7,77.5,-1.0,0.8,13.76
26,2017-11-17 09:08:26,3,1443.9,1749.7,0.0,69.3,73.7,77.5,-1.0,0.8,11.84
27,2017-11-17 09:08:27,3,1443.9,1749.3,0.0,69.3,73.7,77.5,-1.0,0.8,13.48
28,2017-11-17 09:08:28,3,1452.7,1749.7,0.0,69.3,73.7,77.5,-1.0,0.8,11.44
29,2017-11-17 09:08:29,3,1445.5,1746.9,0.0,69.3,73.7,77.5,-1.0,0.8,12.75
30,2017-11-17 09:08:30,3,1442.6,1750.0,0.0,69.3,73.7,77.5,-1.0,0.8,13.83
31,2017-11-17 09:08:31,3,1446.3,1753.0,0.0,69.3,73.7,77.5,-1.0,0.8,12.45
32,2017-11-17 09:08:32,3,1442.6,1752.7,0.0,69.3,73.7,77.5,-1.0,0.8,13.79
33,2017-11-17 09:08:33,3,1447.3,1752.7,0.0,69.3,73.7,77.5,-1.0,0.8,14.15
34,2017-11-17 09:08:34,3,1448.2,1756.7,0.0,69.3,73.7,77.5,-1.0,0.8,14.15
35,2017-11-17 09:08:35,3,1442.2,1755.3,0.0,69.3,73.72,77.5,-1.0,0.8,14.07
36,2017-11-17 09:08:36,3,1447.5,1756.0,0.0,69.3,73.7,77.5,-1.0,0.8,14.46
37,2017-11-17 09:08:37,3,1437.1,1751.5,0.0,69.3,73.71,77.5,-1.0,0.8,14.53
38,2017-11-17 09:08:38,3,1447.7,1746.2,0.0,69.3,73.72,77.5,-1.0,0.8,14.94
39,2017-11-17 09:08:39,3,1443.7,1741.1,0.0,69.3,73.75,77.5,-1.0,0.8,14.75
40,2017-11-17 09:08:40,3,1448.6,1741.4,0.0,69.3,73.75,77.5,-1.0,0.8,12.28
41,2017-11-17 09:08:41,3,1451.1,1745.2,0.0,69.3,73.79,77.5,-1.0,0.8,12.95
42,2017-11-17 09:08:42,3,1439.5,1742.6,0.0,69.3,73.77,77.5,-1.0,0.8,13.05
43,2017-11-17 09:08:43,3,1447.0,1747.7,0.0,69.3,73.77,77.5,-1.0,0.8,11.59
44,2017-11-17 09:08:44,3,1450.6,1750.3,0.0,69.3,73.8,77.5,-1.0,0.8,12.45
45,2017-11-17 09:08:45,3,1441.9,1750.2,0.0,69.3,73.8,77.52,-1.0,0.8,12.6
46,2017-11-17 09:08:46,3,1446.0,1750.1,0.0,69.3,73.8,77.57,-1.0,0.8,11.55
47,2017-11-17 09:08:47,3,1450.9,1750.8,0.0,69.3,73.8,77.53,-1.0,0.8,12.46
48,2017-11-17 09:08:48,3,1439.9,1746.5,0.0,69.3,73.8,77.57,-1.0,0.8,14.79
49,2017-11-17 09:08:49,3,1455.0,1749.8,0.0,69.3,73.8,77.55,-1.0,0.8,13.76
50,2017-11-17 09:08:50,3,1446.2,1747.2,0.0,69.3,73.8,77.52,-1.0,0.8,13.19
51,2017-11-17 09:08:51,3,1446.4,1744.7,0.0,69.3,73.8,77.57,-1.0,0.8,12.49
52,2017-11-17 09:08:52,3,1447.0,1753.0,0.0,69.3,73.8,77.6,-1.0,0.8,11.91
53,2017-11-17 09:08:53,3,1435.7,1751.3,0.0,69.3,73.8,77.6,-1.0,0.8,12.99
54,2017-11-17 09:08:54,3,1452.5,1749.7,0.0,69.3,73.8,77.6,-1.0,0.8,14.41
55,2017-11-17 09:08:55,3,1450.5,1755.3,0.0,69.3,73.8,77.6,-1.0,0.8,13.39
56,2017-11-17 09:08:56,3,1438.9,1747.1,0.0,69.3,73.8,77.6,-1.0,0.8,11.57
57,2017-11-17 09:08:57,3,1444.2,1744.5,0.0,69.3,73.8,77.6,-1.0,0.8,11.59
58,2017-11-17 09:08:58,3,1451.6,1745.1,0.0,69.3,73.8,77.6,-1.0,0.8,13.04
59,2017-11-17 09:08:59,3,1445.5,1744.4,0.0,69.3,73.8,77.6,-1.0,0.8,12.62
60,2017-11-17 09:09:00,3,1455.7,1748.5,0.0,69.3,73.8,77.6,-1.0,0.8,12.93
61,2017-11-17 09:09:01,3,1448.7,1748.4,0.0,69.3,73.8,77.6,-1.0,0.8,13.56
62,2017-11-17 09:09:02,3,1445.3,1748.4,0.0,69.3,73.8,77.6,-1.0,0.8,12.84
63,2017-11-17 09:09:03,3,1445.4,1749.2,0.0,69.3,73.8,77.6,-1.0,0.8,11.88
64,2017-11-17 09:09:04,3,1445.0,1748.9,0.0,69.3,73.8,77.6,-1.0,0.8,13.52
65,2017-11-17 09:09:05,3,1448.7,1748.0,0.0,69.3,73.8,77.6,-1.0,0.8,12.5
66,2017-11-17 09:09:06,3,1441.6,1748.2,0.0,69.3,73.8,77.6,-1.0,0.8,13.13
67,2017-11-17 09:09:07,3,1454.8,1751.6,0.0,69.3,73.8,77.6,-1.0,0.8,12.84
68,2017-11-17 09:09:08,3,1449.9,1750.3,0.0,69.3,73.8,77.6,-1.0,0.8,12.38
69,2017-11-17 09:09:09,3,1448.2,1748.1,0.0,69.3,73.8,77.6,-1.0,0.8,13.2
70,2017-11-17 09:09:10,3,1450.9,1751.5,0.0,69.3,73.8,77.6,-1.0,0.8,12.86
71,2017-11-17 09:09:11,3,1439.1,1747.9,0.0,69.3,73.8,77.6,-1.0,0.8,14.12
72,2017-11-17 09:09:12,3,1447.7,1750.6,0.0,69.3,73.8,77.6,-1.0,0.8,13.52
73,2017-11-17 09:09:13,3,1445.6,1755.6,0.0,69.3,73.8,77.6,-1.0,0.8,14.37
74,2017-11-17 09:09:14,3,1449.2,1751.8,0.0,69.3,73.8,77.6,-1.0,0.8,12.8
75,2017-11-17 09:09:15,3,1445.7,1751.3,0.0,69.3,73.8,77.6,-1.0,0.8,12.32
76,2017-11-17 09:09:16,3,1444.7,1749.1,0.0,69.3,73.8,77.6,-1.0,0.8,13.79
77,2017-11-17 09:09:17,3,1445.8,1745.1,0.0,69.3,73.8,77.6,-1.0,0.8,14.09
78,2017-11-17 09:09:18,3,1447.4,1748.4,0.0,69.3,73.8,77.6,-1.0,0.8,13.26
79,2017-11-17 09:09:19,3,1448.7,1747.7,0.0,69.3,73.8,77.6,-1.0,0.8,13.93
80,2017-11-17 09:09:20,3,1442.5,1747.1,0.0,69.3,73.8,77.6,-1.0,0.8,11.47
81,2017-11-17 09:09:21,3,1450.4,1746.8,0.0,69.33,73.8,77.6,-1.0,0.8,13.8
82,2017-11-17 09:09:23,3,1440.2,1749.8,0.0,69.32,73.8,77.6,-1.0,0.8,13.05
83,2017-11-17 09:09:24,3,1448.0,1752.7,0.0,69.3,73.8,77.6,-1.0,0.8,13.93
84,2017-11-17 09:09:25,3,1443.2,1752.0,0.0,69.3,73.8,77.6,-1.0,0.8,13.83
85,2017-11-17 09:09:26,3,1440.5,1752.5,0.0,69.35,73.8,77.6,-1.0,0.8,13.2
86,2017-11-17 09:09:27,3,1451.5,1749.2,0.0,69.32,73.8,77.6,-1.0,0.8,14.08
87,2017-11-17 09:09:28,3,1456.1,1754.7,0.0,69.32,73.8,77.6,-1.0,0.8,13.19
88,2017-11-17 09:09:29,3,1445.4,1754.8,0.0,69.3,73.8,77.6,-1.0,0.8,13.16
89,2017-11-17 09:09:30,3,1448.4,1756.9,0.0,69.4,73.8,77.6,-1.0,0.8,11.7
90,2017-11-17 09:09:31,3,1441.5,1756.3,0.0,69.35,73.8,77.6,-1.0,0.8,14.49
91,2017-11-17 09:09:32,3,1441.2,1757.6,0.0,69.35,73.8,77.6,-1.0,0.8,14.92
92,2017-11-17 09:09:33,3,1444.8,1756.4,0.0,69.38,73.8,77.6,-1.0,0.8,11.55
93,2017-11-17 09:09:34,3,1440.1,1754.4,0.0,69.39,73.8,77.6,-1.0,0.8,14.38
94,2017-11-17 09:09:35,3,1441.6,1755.5,0.0,69.37,73.8,77.62,-1.0,0.8,13.83
95,2017-11-17 09:09:36,3,1442.6,1752.4,0.0,69.4,73.8,77.61,-1.0,0.8,13.52
96,2017-11-17 09:09:37,3,1443.6,1748.9,0.0,69.4,73.8,77.6,-1.0,0.8,13.57
97,2017-11-17 09:09:38,3,1440.1,1746.6,0.0,69.4,73.8,77.62,-1.0,0.8,14.88
98,2017-11-17 09:09:39,3,1451.9,1747.5,0.0,69.4,73.8,77.63,-1.0,0.8,14.11
99,2017-11-17 09:09:40,3,1445.9,1746.2,0.0,69.4,73.8,77.68,-1.0,0.8,12.76
100,2017-11-17 09:09:41,3,1446.9,1744.2,0.0,69.4,73.8,77.67,-1.0,0.8,14.51
101,2017-11-17 09:09:42,3,1441.8,1748.8,0.0,69.4,73.8,77.65,-1.0,0.8,12.38
102,2017-11-17 09:09:43,3,1442.3,1747.8,0.0,69.4,73.8,77.65,-1.0,0.8,14.62
103,2017-11-17 09:09:44,3,1449.2,1752.6,0.0,69.4,73.8,77.7,-1.0,0.8,14.33
104,2017-11-17 09:09:45,3,1444.9,1751.1,0.0,69.4,73.8,77.7,-1.0,0.8,13.69
105,2017-11-17 09:09:46,3,1449.7,1752.8,0.0,69.4,73.8,77.7,-1.0,0.8,13.53
106,2017-11-17 09:09:47,3,1439.5,1751.7,0.0,69.4,73.8,77.7,-1.0,0.8,12.9
107,2017-11-17 09:09:48,3,1440.6,1745.1,0.0,69.4,73.8,77.7,-1.0,0.8,12.95
108,2017-11-17 09:09:49,3,1458.3,1747.4,0.0,69.4,73.8,77.7,-1.0,0.8,13.43
109,2017-11-17 09:09:50,3,1452.6,1752.9,0.0,69.4,73.82,77.7,-1.0,0.8,13.48
110,2017-11-17 09:09:51,3,1453.7,1743.9,0.0,69.4,73.8,77.7,-1.0,0.8,12.61
111,2017-11-17 09:09:52,3,1450.9,1748.9,0.0,69.4,73.82,77.7,-1.0,0.8,12.39
112,2017-11-17 09:09:53,3,1446.4,1747.3,0.0,69.4,73.81,77.7,-1.0,0.8,12.38
113,2017-11-17 09:09:54,3,1435.3,1743.0,0.0,69.4,73.82,77.7,-1.0,0.8,13.9
114,2017-11-17 09:09:55,3,1447.1,1748.0,0.0,69.4,73.85,77.7,-1.0,0.8,12.95
115,2017-11-17 09:09:56,3,1437.7,1744.1,0.0,69.4,73.86,77.7,-1.0,0.8,12.58
116,2017-11-17 09:09:57,3,1454.7,1746.7,0.0,69.4,73.82,77.7,-1.0,0.8,11.53
117,2017-11-17 09:09:58,3,1442.9,1749.8,0.0,69.4,73.89,77.7,-1.0,0.8,12.71
118,2017-11-17 09:09:59,3,1440.3,1748.9,0.0,69.4,73.9,77.7,-1.0,0.8,13.53
119,2017-11-17 09:10:00,3,1446.5,1752.0,0.0,69.4,73.87,77.7,-1.0,0.8,13.34
120,2017-11-17 09:10:01,3,1441.8,1752.0,0.0,69.4,73.9,77.7,-1.0,0.8,13.8
121,2017-11-17 09:10:02,3,1440.3,1748.2,0.0,69.4,73.9,77.7,-1.0,0.8,13.39
122,2017-11-17 09:10:03,3,1453.0,1750.3,0.0,69.41,73.9,77.7,-1.0,0.8,14.16
123,2017-11-17 09:10:04,3,1440.8,1750.4,0.0,69.42,73.9,77.7,-1.0,0.8,14.26
124,2017-11-17 09:10:05,3,1438.2,1750.9,0.0,69.4,73.9,77.7,-1.0,0.8,12.98
125,2017-11-17 09:10:06,3,1444.9,1751.0,0.0,69.4,73.9,77.7,-1.0,0.8,12.87
126,2017-11-17 09:10:07,3,1450.5,1751.9,0.0,69.4,73.9,77.7,-1.0,0.8,13.06
127,2017-11-17 09:10:08,3,1434.1,1749.3,0.0,69.4,73.9,77.7,-1.0,0.8,11.95
128,2017-11-17 09:10:09,3,1446.6,1750.2,0.0,69.4,73.9,77.75,-1.0,0.8,11.51
129,2017-11-17 09:10:10,3,1442.2,1753.4,0.0,69.45,73.9,77.71,-1.0,0.8,13.19
130,2017-11-17 09:10:11,3,1446.3,1751.6,0.0,69.45,73.9,77.73,-1.0,0.8,13.3
131,2017-11-17 09:10:12,3,1449.9,1753.9,0.0,69.45,73.9,77.74,-1.0,0.8,14.22
132,2017-11-17 09:10:13,3,1441.2,1752.5,0.0,69.4,73.9,77.76,-1.0,0.8,12.97
133,2017-11-17 09:10:14,3,1447.2,1749.6,0.0,69.48,73.9,77.8,-1.0,0.8,13.42
134,2017-11-17 09:10:15,3,1447.5,1750.5,0.0,69.49,73.9,77.8,-1.0,0.8,13.19
135,2017-11-17 09:10:16,3,1440.4,1751.4,0.0,69.47,73.9,77.8,-1.0,0.8,12.95
136,2017-11-17 09:10:17,3,1443.6,1751.4,0.0,69.5,73.9,77.8,-1.0,0.8,13.05
137,2017-11-17 09:10:18,3,1455.2,1754.9,0.0,69.5,73.9,77.8,-1.0,0.8,13.74
138,2017-11-17 09:10:19,3,1443.0,1754.0,0.0,69.5,73.9,77.8,-1.0,0.8,12.05
139,2017-11-17 09:10:20,3,1436.7,1749.5,0.0,69.5,73.9,77.8,-1.0,0.8,13.38
140,2017-11-17 09:10:21,3,1441.0,1747.3,0.0,69.5,73.9,77.8,-1.0,0.8,12.86
141,2017-11-17 09:10:22,3,1445.9,1748.5,0.0,69.5,73.9,77.8,-1.0,0.8,14.11
142,2017-11-17 09:10:23,3,1449.5,1745.4,0.0,69.5,73.91,77.8,-1.0,0.8,12.83
143,2017-11-17 09:10:24,3,1460.2,1746.1,0.0,69.5,73.94,77.8,-1.0,0.8,12.27
144,2017-11-17 09:10:25,3,1449.5,1749.5,0.0,69.5,73.95,77.8,-1.0,0.8,13.46
145,2017-11-17 09:10:26,3,1450.3,1749.7,0.0,69.5,73.95,77.8,-1.0,0.8,11.92
146,2017-11-17 09:10:27,3,1449.0,1749.0,0.0,69.5,73.95,77.8,-1.0,0.8,13.37
147,2017-11-17 09:10:28,3,1437.9,1751.9,0.0,69.5,73.97,77.8,-1.0,0.8,13.52
148,2017-11-17 09:10:29,3,1436.1,1749.7,0.0,69.5,73.97,77.8,-1.0,0.8,12.6
149,2017-11-17 09:10:30,3,1448.0,1750.7,0.0,69.5,74.0,77.8,-1.0,0.8,13.53
150,2017-11-17 09:10:31,3,1450.3,1753.3,0.0,69.5,74.0,77.8,-1.0,0.8,13.17
151,2017-11-17 09:10:32,3,1444.1,1746.8,0.0,69.5,74.0,77.8,-1.0,0.8,12.97
152,2017-11-17 09:10:33,3,1449.9,1750.0,0.0,69.5,74.0,77.8,-1.0,0.8,12.79
153,2017-11-17 09:10:34,3,1442.0,1748.6,0.0,69.5,74.0,77.8,-1.0,0.8,11.2
154,2017-11-17 09:10:35,3,1440.9,1744.3,0.0,69.5,74.0,77.8,-1.0,0.8,12.75
155,2017-11-17 09:10:36,3,1457.1,1752.4,0.0,69.5,74.0,77.8,-1.0,0.8,13.31
156,2017-11-17 09:10:37,3,1453.0,1750.3,0.0,69.5,74.0,77.8,-1.0,0.8,13.42
157,2017-11-17 09:10:38,3,1442.7,1748.7,0.0,69.5,74.0,77.8,-1.0,0.8,13.89
158,2017-11-17 09:10:39,3,1449.5,1751.4,0.0,69.5,74.0,77.8,-1.0,0.8,12.42
159,2017-11-17 09:10:40,3,1438.3,1751.1,0.0,69.5,74.0,77.8,-1.0,0.8,14.05
160,2017-11-17 09:10:41,3,1448.4,1748.3,0.0,69.5,74.0,77.8,-1.0,0.8,12.6
161,2017-11-17 09:10:42,3,1439.2,1750.4,0.0,69.5,74.0,77.8,-1.0,0.8,13.9
162,2017-11-17 09:10:43,3,1442.9,1748.4,0.0,69.5,74.0,77.8,-1.0,0.8,12.95
163,2017-11-17 09:10:44,3,1455.5,1751.0,0.0,69.5,74.0,77.8,-1.0,0.8,13.04
164,2017-11-17 09:10:45,3,1440.9,1750.3,0.0,69.5,74.0,77.8,-1.0,0.8,11.61
165,2017-11-17 09:10:46,3,1440.3,1746.8,0.0,69.5,74.0,77.8,-1.0,0.8,13.9
166,2017-11-17 09:10:47,3,1458.8,1750.0,0.0,69.5,74.0,77.8,-1.0,0.8,12.82
167,2017-11-17 09:10:48,3,1446.0,1756.5,0.0,69.5,74.0,77.8,-1.0,0.8,13.02
168,2017-11-17 09:10:49,3,1453.8,1752.3,0.0,69.5,74.0,77.8,-1.0,0.8,12.66
169,2017-11-17 09:10:50,3,1453.8,1752.3,0.0,69.5,74.0,77.8,-1.0,0.8,12.66
170,2017-11-17 09:10:52,3,1434.4,1742.5,0.0,69.5,74.0,77.8,-1.0,0.8,14.04
171,2017-11-17 09:10:53,3,1451.8,1749.7,0.0,69.5,74.0,77.8,-1.0,0.8,13.76
172,2017-11-17 09:10:54,3,1446.6,1746.4,0.0,69.5,74.0,77.8,-1.0,0.8,11.91
173,2017-11-17 09:10:55,3,1455.5,1750.1,0.0,69.5,74.0,77.8,-1.0,0.8,12.2
174,2017-11-17 09:10:56,3,1458.5,1754.1,0.0,69.5,74.0,77.8,-1.0,0.8,12.16
175,2017-11-17 09:10:57,3,1440.5,1746.7,0.0,69.5,74.0,77.8,-1.0,0.8,14.31
176,2017-11-17 09:10:58,3,1455.3,1751.7,0.0,69.5,74.0,77.8,-1.0,0.8,12.13
177,2017-11-17 09:10:59,3,1455.3,1751.7,0.0,69.5,74.0,77.8,-1.0,0.8,12.13
178,2017-11-17 09:11:00,3,1440.2,1743.3,0.0,69.5,74.0,77.82,-1.0,0.8,11.76
179,2017-11-17 09:11:01,3,1447.3,1747.2,0.0,69.5,74.0,77.83,-1.0,0.8,13.04
180,2017-11-17 09:11:02,3,1436.8,1743.0,0.0,69.5,74.0,77.82,-1.0,0.8,14.3
181,2017-11-17 09:11:03,3,1444.2,1745.5,0.0,69.5,74.0,77.82,-1.0,0.8,13.04
182,2017-11-17 09:11:04,3,1449.5,1748.7,0.0,69.5,74.0,77.86,-1.0,0.8,14.42
183,2017-11-17 09:11:05,3,1443.6,1747.1,0.0,69.5,74.0,77.9,-1.0,0.8,12.46
184,2017-11-17 09:11:06,3,1445.4,1755.6,0.0,69.5,74.0,77.9,-1.0,0.8,13.04
185,2017-11-17 09:11:07,3,1437.2,1753.1,0.0,69.52,74.0,77.87,-1.0,0.8,12.4
186,2017-11-17 09:11:08,3,1441.2,1753.5,0.0,69.53,74.0,77.88,-1.0,0.8,12.13
187,2017-11-17 09:11:09,3,1450.7,1757.0,0.0,69.5,74.0,77.9,-1.0,0.8,13.38
188,2017-11-17 09:11:10,3,1449.5,1749.6,0.0,69.54,74.0,77.9,-1.0,0.8,12.6
189,2017-11-17 09:11:11,3,1454.2,1750.2,0.0,69.57,74.0,77.9,-1.0,0.8,12.07
190,2017-11-17 09:11:12,3,1443.3,1748.8,0.0,69.58,74.0,77.9,-1.0,0.8,13.02
191,2017-11-17 09:11:13,3,1446.3,1746.7,0.0,69.57,74.0,77.9,-1.0,0.8,13.05
192,2017-11-17 09:11:14,3,1450.6,1746.4,0.0,69.57,74.0,77.9,-1.0,0.8,12.95
193,2017-11-17 09:11:15,3,1455.1,1745.4,0.0,69.57,74.0,77.9,-1.0,0.8,11.95
194,2017-11-17 09:11:16,3,1444.9,1749.6,0.0,69.57,74.0,77.9,-1.0,0.8,11.24
195,2017-11-17 09:11:17,3,1446.2,1748.5,0.0,69.57,74.0,77.9,-1.0,0.8,14.6
196,2017-11-17 09:11:18,3,1449.3,1746.8,0.0,69.6,74.0,77.9,-1.0,0.8,13.98
197,2017-11-17 09:11:19,3,1450.2,1749.1,0.0,69.6,74.0,77.92,-1.0,0.8,14.08
198,2017-11-17 09:11:20,3,1446.6,1752.2,0.0,69.6,74.0,77.9,-1.0,0.8,14.26
199,2017-11-17 09:11:21,3,1447.9,1753.3,0.0,69.6,74.0,77.92,-1.0,0.8,13.02
200,2017-11-17 09:11:22,3,1442.7,1754.2,0.0,69.6,74.0,77.91,-1.0,0.8,12.87
201,2017-11-17 09:11:23,3,1448.7,1752.8,0.0,69.6,74.0,77.92,-1.0,0.8,13.67
202,2017-11-17 09:11:24,3,1451.5,1752.0,0.0,69.6,74.0,77.95,-1.0,0.8,12.82
203,2017-11-17 09:11:25,3,1451.7,1750.2,0.0,69.57,74.0,77.95,-1.0,0.8,13.61
204,2017-11-17 09:11:26,3,1449.3,1750.4,0.0,69.6,74.0,77.95,-1.0,0.8,13.54
205,2017-11-17 09:11:27,3,1445.4,1751.6,0.0,69.6,74.0,77.96,-1.0,0.8,13.93
206,2017-11-17 09:11:28,3,1439.8,1751.4,0.0,69.6,74.0,77.99,-1.0,0.8,12.12
207,2017-11-17 09:11:29,3,1448.2,1750.9,0.0,69.6,74.0,78.0,-1.0,0.8,13.13
208,2017-11-17 09:11:30,3,1442.2,1750.5,0.0,69.6,74.0,78.0,-1.0,0.8,12.62
209,2017-11-17 09:11:31,3,1423.7,1750.8,0.0,69.6,74.0,78.0,-1.0,0.8,10.93
210,2017-11-17 09:11:32,3,1371.1,1751.2,0.0,69.6,74.0,78.0,-1.0,0.8,14.15
211,2017-11-17 09:11:33,3,1337.5,1755.1,0.0,69.6,74.0,78.0,-1.0,0.8,12.93
212,2017-11-17 09:11:35,3,1317.8,1756.8,0.0,69.6,74.0,78.0,-1.0,0.8,11.96
213,2017-11-17 09:11:37,3,1311.7,1752.9,0.0,69.6,74.0,78.0,-1.0,0.8,12.35
214,2017-11-17 09:11:38,3,1316.7,1752.9,0.0,69.6,74.04,78.0,-1.0,0.8,11.69
215,2017-11-17 09:11:39,3,1316.7,1749.5,0.0,69.6,74.05,78.0,-1.0,0.8,12.47
216,2017-11-17 09:11:40,3,1314.4,1749.8,0.0,69.6,74.05,78.0,-1.0,0.8,13.3
217,2017-11-17 09:11:41,3,1310.7,1751.6,0.0,69.6,74.05,78.0,-1.0,0.8,11.99
218,2017-11-17 09:11:42,3,1302.6,1747.2,0.0,69.6,74.07,78.0,-1.0,0.8,13.67
219,2017-11-17 09:11:43,3,1313.5,1746.7,0.0,69.6,74.06,78.0,-1.0,0.8,12.68
220,2017-11-17 09:11:44,3,1310.9,1744.6,0.0,69.6,74.07,78.0,-1.0,0.8,12.42
221,2017-11-17 09:11:45,3,1312.4,1744.5,0.0,69.6,74.08,78.0,-1.0,0.8,13.46
222,2017-11-17 09:11:46,3,1275.0,1748.4,0.0,69.6,74.1,78.0,-1.0,0.8,11.37
223,2017-11-17 09:11:47,3,1252.4,1750.5,0.0,69.6,74.1,78.0,-1.0,0.8,13.08
224,2017-11-17 09:11:48,3,1229.1,1755.8,0.0,69.6,74.1,78.0,-1.0,0.8,12.25
225,2017-11-17 09:11:49,3,1205.2,1761.4,0.0,69.6,74.1,78.0,-1.0,0.8,12.58
226,2017-11-17 09:11:50,3,1178.4,1759.9,0.0,69.6,74.1,78.0,-1.0,0.8,13.79
227,2017-11-17 09:11:51,3,1178.8,1761.4,0.0,69.6,74.1,78.0,-1.0,0.8,12.88
228,2017-11-17 09:11:52,3,1183.1,1760.6,0.0,69.6,74.1,78.0,-1.0,0.8,13.02
229,2017-11-17 09:11:53,3,1176.2,1756.2,0.0,69.6,74.1,78.0,-1.0,0.8,13.54
230,2017-11-17 09:11:54,3,1186.1,1758.2,0.0,69.6,74.1,78.0,-1.0,0.8,12.4
231,2017-11-17 09:11:55,3,1174.0,1757.9,0.0,69.6,74.1,78.0,-1.0,0.8,12.98
232,2017-11-17 09:11:56,3,1176.1,1757.1,0.0,69.6,74.1,78.0,-1.0,0.8,13.89
233,2017-11-17 09:11:57,3,1172.2,1756.2,0.0,69.6,74.1,78.0,-1.0,0.8,12.13
234,2017-11-17 09:11:58,3,1178.4,1748.0,0.0,69.6,74.1,78.0,-1.0,0.8,12.1
235,2017-11-17 09:11:59,3,1176.3,1747.7,0.0,69.6,74.1,78.0,-1.0,0.8,13.52
236,2017-11-17 09:12:00,3,1175.7,1745.1,0.0,69.6,74.1,78.0,-1.0,0.8,12.1
237,2017-11-17 09:12:01,3,1163.7,1744.1,0.0,69.6,74.1,78.0,-1.0,0.8,12.62
238,2017-11-17 09:12:02,3,1142.3,1746.3,0.0,69.6,74.1,78.0,-1.0,0.8,12.61
239,2017-11-17 09:12:03,3,1143.1,1750.2,0.0,69.6,74.1,78.0,-1.0,0.8,13.17
