,real_time,WT_Runcode,bYawCCW_RemCOM,bYawCW_RemCOM,iCableTwistTotal,iGenPower,iGenSpeed,iNacellePositionTotal,iTurbineOperationMode,iVaneDiiection,iWindSpeed,iYPLevel
0,2017-11-15 20:43:11,3,0,0,-24,53,1002,76,20,1.01,3.26,0
1,2017-11-15 20:43:12,3,0,0,-24,58,1002,76,20,-18.62,3.21,0
2,2017-11-15 20:43:13,3,0,0,-24,51,1002,76,20,-7.83,3.25,0
3,2017-11-15 20:43:14,3,0,0,-24,56,1002,76,20,-14.23,3.3,0
4,2017-11-15 20:43:15,3,0,0,-24,53,1001,76,20,-0.46,3.26,0
5,2017-11-15 20:43:16,3,0,0,-24,55,1002,76,20,5.93,3.61,0
6,2017-11-15 20:43:17,3,0,0,-24,57,1003,76,20,-7.61,3.51,0
7,2017-11-15 20:43:18,3,0,0,-24,60,1002,76,20,-9.15,3.21,0
8,2017-11-15 20:43:19,3,0,0,-24,56,1003,76,20,-13.82,3.21,0
9,2017-11-15 20:43:20,3,0,0,-24,60,1002,76,20,-10.33,3.11,0
10,2017-11-15 20:43:21,3,0,0,-24,56,1002,76,20,15.89,2.86,0
11,2017-11-15 20:43:22,3,0,0,-24,56,1002,76,20,-6.78,3.06,0
12,2017-11-15 20:43:23,3,0,0,-24,55,1001,76,20,-16.54,2.91,0
13,2017-11-15 20:43:24,3,0,0,-24,53,1002,76,20,-12.57,2.96,0
14,2017-11-15 20:43:25,3,0,0,-24,58,1001,76,20,-16.04,3.2,0
15,2017-11-15 20:43:26,3,0,0,-24,58,1001,76,20,4.36,3.3,0
16,2017-11-15 20:43:27,3,0,0,-24,49,1002,76,20,-2.82,3.56,0
17,2017-11-15 20:43:28,3,0,0,-24,55,1001,76,20,-13.07,3.4,0
18,2017-11-15 20:43:29,3,0,0,-24,56,1001,76,20,-2.94,3.06,0
19,2017-11-15 20:43:30,3,0,0,-24,55,1000,76,20,-7.0,3.02,0
20,2017-11-15 20:43:31,3,0,0,-24,53,999,76,20,-13.0,2.91,0
21,2017-11-15 20:43:32,3,0,0,-24,49,1000,76,20,-4.18,2.87,0
22,2017-11-15 20:43:33,3,0,0,-24,47,999,76,20,-15.39,2.96,0
23,2017-11-15 20:43:34,3,0,0,-24,45,999,76,20,17.06,2.67,0
24,2017-11-15 20:43:35,3,0,0,-24,49,999,76,20,0.79,2.97,0
25,2017-11-15 20:43:36,3,0,0,-24,50,998,76,20,-6.78,3.04,0
26,2017-11-15 20:43:37,3,0,0,-24,45,999,76,20,3.68,2.96,0
27,2017-11-15 20:43:38,3,0,0,-24,47,997,76,20,-6.7,3.06,0
28,2017-11-15 20:43:39,3,0,0,-24,44,997,76,20,-9.85,2.73,0
29,2017-11-15 20:43:40,3,0,0,-24,45,998,76,20,-14.29,2.52,0
