,real_time,giWecRunContion,grCurrentVibrationY_PCH,grCurrentVibrationZ_PCH,grGenPowerForProcess,grGenSpeedForProcess,grWindSpeed
0,2017-11-15 14:21:57,3,0.0,0.06,82.7,1038.5,4.31
1,2017-11-15 14:21:58,3,0.0,-0.06,82.2,1038.7,4.35
2,2017-11-15 14:21:59,3,0.0,0.0,79.7,1039.4,4.4
3,2017-11-15 14:22:00,3,0.0,0.0,83.3,1039.0,4.45
4,2017-11-15 14:22:01,3,0.0,-0.01,84.9,1040.7,4.18
5,2017-11-15 14:22:02,3,0.0,0.01,88.4,1042.6,3.96
6,2017-11-15 14:22:03,3,0.0,0.0,88.3,1042.9,3.98
7,2017-11-15 14:22:04,3,0.0,-0.09,89.4,1042.4,3.96
8,2017-11-15 14:22:05,3,0.0,0.04,88.3,1043.9,3.65
9,2017-11-15 14:22:06,3,0.0,-0.03,91.8,1046.4,4.01
10,2017-11-15 14:22:07,3,0.0,0.0,93.3,1046.6,4.13
11,2017-11-15 14:22:08,3,0.0,0.01,92.7,1047.9,4.07
12,2017-11-15 14:22:09,3,0.0,-0.03,97.6,1048.6,3.96
13,2017-11-15 14:22:10,3,0.0,-0.01,97.9,1049.6,4.22
14,2017-11-15 14:22:11,3,0.0,-0.06,96.6,1049.7,4.52
15,2017-11-15 14:22:12,3,0.0,-0.06,97.1,1050.3,4.52
16,2017-11-15 14:22:13,3,0.0,-0.04,97.5,1051.9,4.44
17,2017-11-15 14:22:14,3,0.0,-0.02,101.6,1053.3,4.23
18,2017-11-15 14:22:15,3,0.0,0.0,102.4,1053.6,4.23
19,2017-11-15 14:22:16,3,0.0,-0.01,102.4,1054.5,4.44
20,2017-11-15 14:22:17,3,0.0,-0.08,105.3,1054.6,4.46
21,2017-11-15 14:22:18,3,0.0,0.02,104.2,1055.5,4.24
22,2017-11-15 14:22:19,3,0.0,-0.03,107.1,1056.5,4.18
23,2017-11-15 14:22:20,3,0.0,0.03,107.8,1056.0,4.24
24,2017-11-15 14:22:21,3,0.0,-0.01,106.6,1054.8,4.35
25,2017-11-15 14:22:22,3,0.0,0.03,104.0,1056.1,4.0
26,2017-11-15 14:22:23,3,0.0,0.06,102.8,1053.8,3.93
27,2017-11-15 14:22:24,3,0.0,0.01,105.2,1053.1,3.78
28,2017-11-15 14:22:25,3,0.0,0.0,103.2,1052.0,3.48
29,2017-11-15 14:22:26,3,0.0,0.0,100.3,1052.7,3.24
30,2017-11-15 14:22:27,3,0.0,-0.02,99.2,1049.1,3.46
31,2017-11-15 14:22:28,3,0.0,0.0,100.2,1048.4,3.83
32,2017-11-15 14:22:29,3,0.0,0.0,93.1,1047.5,3.71
33,2017-11-15 14:22:30,3,0.0,-0.04,95.0,1047.0,3.94
34,2017-11-15 14:22:31,3,0.0,0.04,94.6,1044.4,3.86
35,2017-11-15 14:22:32,3,0.0,-0.04,93.9,1044.6,4.02
36,2017-11-15 14:22:33,3,0.0,-0.06,91.4,1042.8,4.09
37,2017-11-15 14:22:34,3,0.0,0.0,86.7,1040.5,3.78
38,2017-11-15 14:22:35,3,0.0,0.01,82.3,1039.5,3.76
39,2017-11-15 14:22:36,3,0.0,-0.06,81.5,1037.7,3.64
40,2017-11-15 14:22:37,3,0.0,0.03,79.0,1035.4,3.42
41,2017-11-15 14:22:38,3,0.0,-0.02,79.2,1034.1,3.38
42,2017-11-15 14:22:39,3,0.0,0.04,75.1,1032.1,3.24
43,2017-11-15 14:22:40,3,0.0,-0.06,75.9,1030.5,3.39
44,2017-11-15 14:22:41,3,0.0,-0.06,73.0,1028.0,3.43
45,2017-11-15 14:22:42,3,0.0,-0.03,68.1,1027.2,3.3
46,2017-11-15 14:22:43,3,0.0,-0.02,65.8,1027.9,3.12
47,2017-11-15 14:22:44,3,0.0,-0.04,66.1,1028.2,2.91
48,2017-11-15 14:22:45,3,0.0,-0.04,66.8,1028.4,2.73
49,2017-11-15 14:22:46,3,0.0,-0.04,65.3,1027.9,3.02
50,2017-11-15 14:22:47,3,0.0,-0.08,68.1,1028.2,3.31
51,2017-11-15 14:22:48,3,0.0,-0.07,66.1,1029.1,3.35
52,2017-11-15 14:22:49,3,0.0,-0.06,71.0,1031.6,3.42
53,2017-11-15 14:22:50,3,0.0,0.01,70.0,1030.9,3.37
54,2017-11-15 14:22:51,3,0.0,0.01,70.0,1032.5,3.26
55,2017-11-15 14:22:52,3,0.0,-0.02,73.1,1033.1,3.19
56,2017-11-15 14:22:53,3,0.0,0.0,73.5,1032.5,3.09
57,2017-11-15 14:22:54,3,0.0,-0.03,73.1,1032.0,3.46
58,2017-11-15 14:22:55,3,0.0,0.01,78.4,1033.9,3.5
59,2017-11-15 14:22:56,3,0.0,-0.02,73.8,1035.0,3.46
60,2017-11-15 14:22:57,3,0.0,-0.06,76.4,1033.7,3.72
61,2017-11-15 14:22:58,3,0.0,-0.02,77.1,1034.4,3.71
62,2017-11-15 14:22:59,3,0.0,0.0,74.9,1035.6,3.54
63,2017-11-15 14:23:00,3,0.0,-0.03,77.8,1034.4,3.48
64,2017-11-15 14:23:01,3,0.0,-0.02,76.7,1034.3,3.49
65,2017-11-15 14:23:02,3,0.0,-0.03,78.9,1037.3,2.87
66,2017-11-15 14:23:03,3,0.0,-0.01,77.2,1037.3,2.95
67,2017-11-15 14:23:04,3,0.0,0.03,81.4,1036.1,3.43
68,2017-11-15 14:23:05,3,0.0,-0.04,78.2,1035.6,3.61
69,2017-11-15 14:23:06,3,0.0,0.06,79.8,1037.3,3.54
70,2017-11-15 14:23:07,3,0.0,-0.02,77.4,1036.8,3.37
71,2017-11-15 14:23:08,3,0.0,-0.02,79.8,1035.9,3.68
72,2017-11-15 14:23:09,3,0.0,0.03,81.3,1036.0,3.79
73,2017-11-15 14:23:10,3,0.0,-0.04,80.4,1036.3,3.9
74,2017-11-15 14:23:11,3,0.0,-0.01,76.7,1034.8,3.9
75,2017-11-15 14:23:12,3,0.0,0.04,80.0,1035.0,3.85
76,2017-11-15 14:23:13,3,0.0,-0.06,76.7,1034.8,3.72
77,2017-11-15 14:23:14,3,0.0,0.01,79.2,1034.5,4.15
78,2017-11-15 14:23:15,3,0.0,0.02,76.9,1034.3,4.09
79,2017-11-15 14:23:16,3,0.0,0.03,74.4,1032.8,3.87
80,2017-11-15 14:23:17,3,0.0,0.0,75.7,1031.4,4.09
81,2017-11-15 14:23:18,3,0.0,0.01,70.2,1029.9,4.12
82,2017-11-15 14:23:19,3,0.0,0.0,70.1,1029.2,4.07
