,real_time,WT_Runcode,iGenPower,iGenSpeed,iTemp1GearOil_1sec,iTempGearBearDE_1sec,iTempGearBearNDE_1sec,iTempNacelle_1sec,iVaneDiiection,iWindSpeed
0,2017-11-15 23:53:00,3,2046,1750,64.6,76.9,71.9,11.8,-4.13,16.1
1,2017-11-15 23:53:01,3,2046,1750,64.6,76.9,71.9,11.8,-4.13,16.1
2,2017-11-15 23:53:02,3,2056,1748,64.6,76.9,71.9,11.8,-5.6,17.05
3,2017-11-15 23:53:03,3,2066,1753,64.6,76.9,71.9,11.8,-1.48,15.7
4,2017-11-15 23:53:04,3,2070,1758,64.6,76.9,71.9,11.8,-5.46,15.67
5,2017-11-15 23:53:05,3,2070,1758,64.6,76.9,71.9,11.8,-5.46,15.67
6,2017-11-15 23:53:06,3,2068,1761,64.6,76.9,71.9,11.8,-4.06,17.87
7,2017-11-15 23:53:07,3,2056,1759,64.6,76.9,71.9,11.8,-5.37,16.56
8,2017-11-15 23:53:08,3,2054,1753,64.6,76.9,71.9,11.8,3.38,15.88
9,2017-11-15 23:53:09,3,2054,1753,64.6,76.9,71.9,11.8,3.38,15.88
10,2017-11-15 23:53:10,3,2040,1743,64.6,76.9,71.9,11.8,4.98,15.22
11,2017-11-15 23:53:11,3,2058,1739,64.6,76.9,71.9,11.8,4.49,15.95
12,2017-11-15 23:53:12,3,2058,1739,64.6,76.9,71.9,11.8,4.49,15.95
13,2017-11-15 23:53:13,3,2050,1734,64.6,76.9,71.9,11.8,-1.82,17.33
14,2017-11-15 23:53:14,3,2059,1734,64.6,76.9,71.9,11.8,2.44,15.02
15,2017-11-15 23:53:15,3,2051,1729,64.6,76.9,71.9,11.8,6.4,13.04
16,2017-11-15 23:53:16,3,2051,1729,64.6,76.9,71.9,11.8,6.4,13.04
17,2017-11-15 23:53:17,3,2052,1725,64.6,76.9,71.9,11.8,-4.69,12.24
18,2017-11-15 23:53:18,3,2066,1726,64.6,76.9,71.9,11.8,-5.35,14.51
19,2017-11-15 23:53:19,3,2066,1726,64.6,76.9,71.9,11.8,-5.35,14.51
20,2017-11-15 23:53:20,3,2062,1732,64.6,76.9,71.9,11.8,-4.94,13.44
21,2017-11-15 23:53:21,3,2063,1740,64.6,76.9,71.9,11.8,-1.46,13.68
22,2017-11-15 23:53:22,3,2065,1748,64.6,76.9,71.9,11.8,-2.24,14.44
23,2017-11-15 23:53:23,3,2065,1748,64.6,76.9,71.9,11.8,-2.24,14.44
24,2017-11-15 23:53:24,3,2050,1751,64.6,76.9,71.9,11.8,-3.46,13.18
25,2017-11-15 23:53:25,3,2046,1750,64.6,76.9,71.9,11.8,-6.2,12.65
26,2017-11-15 23:53:26,3,2044,1747,64.6,76.9,71.9,11.8,-5.32,11.44
27,2017-11-15 23:53:27,3,2044,1747,64.6,76.9,71.9,11.8,-5.32,11.44
28,2017-11-15 23:53:28,3,2058,1749,64.6,76.9,71.9,11.8,0.08,13.11
29,2017-11-15 23:53:29,3,2058,1755,64.6,76.9,71.9,11.8,1.42,12.06
30,2017-11-15 23:53:30,3,2058,1755,64.6,76.9,71.9,11.8,1.42,12.06
31,2017-11-15 23:53:31,3,2053,1764,64.6,76.9,71.9,11.8,-4.94,14.26
32,2017-11-15 23:53:32,3,2061,1772,64.6,76.9,71.9,11.8,-7.6,13.65
33,2017-11-15 23:53:33,3,2051,1769,64.6,76.9,71.9,11.8,-3.64,11.66
