,real_time,WT_Runcode,iGenPower,iGenSpeed,iTemp1GearOil_1sec,iTempGearBearDE_1sec,iTempGearBearNDE_1sec,iTempNacelle_1sec,iVaneDiiection,iWindSpeed
0,2017-11-16 01:13:00,3,2048,1746,64.6,76.9,71.9,11.7,-1.07,13.93
1,2017-11-16 01:13:01,3,2048,1746,64.6,76.9,71.9,11.7,-1.07,13.93
2,2017-11-16 01:13:03,3,2050,1743,64.6,76.9,71.9,11.7,-9.46,14.7
3,2017-11-16 01:13:04,3,2050,1743,64.6,76.9,71.9,11.7,-9.46,14.7
4,2017-11-16 01:13:05,3,2052,1738,64.6,76.9,71.9,11.7,0.98,13.18
5,2017-11-16 01:13:06,3,2054,1731,64.6,76.9,71.9,11.7,0.34,15.01
6,2017-11-16 01:13:07,3,2014,1728,64.6,76.9,71.9,11.7,-5.68,14.25
7,2017-11-16 01:13:08,3,2014,1728,64.6,76.9,71.9,11.7,-5.68,14.25
8,2017-11-16 01:13:09,3,2000,1732,64.6,76.9,71.9,11.7,2.93,14.51
9,2017-11-16 01:13:10,3,2034,1735,64.6,76.9,71.9,11.7,4.26,13.22
10,2017-11-16 01:13:11,3,2034,1735,64.6,76.9,71.9,11.7,4.26,13.22
11,2017-11-16 01:13:12,3,2028,1734,64.6,76.9,71.9,11.7,5.5,12.14
12,2017-11-16 01:13:13,3,2013,1737,64.6,76.9,71.9,11.7,0.43,13.71
13,2017-11-16 01:13:14,3,2041,1741,64.6,76.9,71.9,11.7,1.79,14.26
14,2017-11-16 01:13:15,3,2041,1741,64.6,76.9,71.9,11.7,1.79,14.26
15,2017-11-16 01:13:16,3,2056,1747,64.6,76.9,71.9,11.7,8.11,12.73
16,2017-11-16 01:13:17,3,2059,1749,64.6,76.9,71.9,11.7,12.18,12.59
17,2017-11-16 01:13:18,3,2057,1751,64.6,76.9,71.9,11.7,-0.92,12.19
18,2017-11-16 01:13:19,3,2057,1751,64.6,76.9,71.9,11.7,-0.92,12.19
19,2017-11-16 01:13:20,3,2056,1752,64.6,76.9,71.9,11.7,1.76,12.68
20,2017-11-16 01:13:21,3,2061,1755,64.6,76.9,71.9,11.7,7.07,12.66
21,2017-11-16 01:13:22,3,2061,1755,64.6,76.9,71.9,11.7,7.07,12.66
22,2017-11-16 01:13:23,3,2068,1759,64.6,76.9,71.9,11.7,8.38,13.82
23,2017-11-16 01:13:24,3,2064,1758,64.6,76.9,71.9,11.7,-4.29,12.94
24,2017-11-16 01:13:25,3,2052,1760,64.6,76.9,71.9,11.7,1.67,15.3
25,2017-11-16 01:13:26,3,2052,1760,64.6,76.9,71.9,11.7,1.67,15.3
26,2017-11-16 01:13:27,3,2064,1761,64.6,76.9,71.9,11.7,6.13,15.14
27,2017-11-16 01:13:28,3,2050,1761,64.6,76.9,71.9,11.7,7.7,13.31
28,2017-11-16 01:13:29,3,2050,1761,64.6,76.9,71.9,11.7,7.7,13.31
29,2017-11-16 01:13:30,3,2058,1763,64.6,76.9,71.9,11.7,-0.04,12.51
30,2017-11-16 01:13:31,3,2053,1765,64.6,76.9,71.9,11.7,0.59,14.77
31,2017-11-16 01:13:32,3,2054,1767,64.6,76.9,71.9,11.7,2.23,15.84
32,2017-11-16 01:13:33,3,2054,1767,64.6,76.9,71.9,11.7,2.23,15.84
33,2017-11-16 01:13:34,3,2050,1760,64.6,76.9,71.9,11.7,4.24,14.11
34,2017-11-16 01:13:35,3,2043,1753,64.6,76.9,71.9,11.7,-3.68,12.26
35,2017-11-16 01:13:36,3,2047,1748,64.6,76.9,71.9,11.7,-4.81,13.48
36,2017-11-16 01:13:37,3,2047,1748,64.6,76.9,71.9,11.7,-4.81,13.48
37,2017-11-16 01:13:38,3,2054,1746,64.6,76.9,71.9,11.8,-0.42,14.12
38,2017-11-16 01:13:39,3,2058,1751,64.6,76.9,71.9,11.8,3.68,14.56
39,2017-11-16 01:13:40,3,2058,1751,64.6,76.9,71.9,11.8,3.68,14.56
40,2017-11-16 01:13:41,3,2056,1752,64.6,76.9,71.9,11.8,-0.35,13.11
41,2017-11-16 01:13:42,3,2065,1756,64.6,76.9,71.9,11.8,-15.38,12.58
42,2017-11-16 01:13:43,3,2055,1761,64.7,76.9,71.9,11.7,-7.84,12.5
43,2017-11-16 01:13:44,3,2055,1761,64.7,76.9,71.9,11.7,-7.84,12.5
44,2017-11-16 01:13:45,3,2052,1766,64.7,76.9,71.9,11.7,-5.15,11.91
45,2017-11-16 01:13:46,3,2057,1770,64.7,76.9,71.9,11.7,-0.62,14.86
46,2017-11-16 01:13:47,3,2057,1770,64.7,76.9,71.9,11.7,-0.62,14.86
47,2017-11-16 01:13:48,3,2057,1765,64.6,76.9,71.9,11.7,-2.51,15.25
48,2017-11-16 01:13:49,3,2055,1764,64.6,76.9,71.9,11.7,-9.33,14.35
49,2017-11-16 01:13:50,3,2049,1758,64.7,76.9,71.9,11.8,-5.14,14.89
