,real_time,WT_Runcode,iGenPower,iGenSpeed,iTemp1GearOil_1sec,iTempGearBearDE_1sec,iTempGearBearNDE_1sec,iTempNacelle_1sec,iVaneDiiection,iWindSpeed
0,2017-11-15 17:13:00,3,2047,1735,64.8,77.1,72.1,12.3,15.83,16.0
1,2017-11-15 17:13:01,3,2047,1735,64.8,77.1,72.1,12.3,15.83,16.0
2,2017-11-15 17:13:02,3,2037,1723,64.8,77.0,72.1,12.3,-0.22,16.16
3,2017-11-15 17:13:03,3,2039,1717,64.8,77.0,72.1,12.3,7.75,16.42
4,2017-11-15 17:13:04,3,2039,1717,64.8,77.0,72.1,12.3,7.75,16.42
5,2017-11-15 17:13:05,3,2050,1720,64.8,77.0,72.1,12.3,-5.24,13.92
6,2017-11-15 17:13:06,3,2054,1731,64.8,77.0,72.1,12.3,3.02,16.3
7,2017-11-15 17:13:07,3,2063,1739,64.8,77.0,72.1,12.3,-4.31,15.76
8,2017-11-15 17:13:08,3,2063,1739,64.8,77.0,72.1,12.3,-4.31,15.76
9,2017-11-15 17:13:09,3,2054,1750,64.8,77.0,72.1,12.3,11.01,15.04
10,2017-11-15 17:13:10,3,2053,1752,64.8,77.0,72.1,12.3,2.86,16.48
11,2017-11-15 17:13:11,3,2046,1750,64.8,77.0,72.1,12.3,-0.67,13.07
12,2017-11-15 17:13:12,3,2046,1750,64.8,77.0,72.1,12.3,-0.67,13.07
13,2017-11-15 17:13:13,3,2055,1753,64.8,77.0,72.1,12.3,-1.93,14.04
14,2017-11-15 17:13:14,3,2057,1753,64.8,77.1,72.1,12.3,2.37,13.72
15,2017-11-15 17:13:15,3,2057,1753,64.8,77.1,72.1,12.3,2.37,13.72
16,2017-11-15 17:13:16,3,2059,1751,64.8,77.1,72.1,12.3,-2.6,13.37
17,2017-11-15 17:13:17,3,2070,1752,64.8,77.0,72.1,12.3,-8.75,11.44
18,2017-11-15 17:13:18,3,2062,1755,64.8,77.0,72.1,12.3,-6.18,13.14
19,2017-11-15 17:13:19,3,2062,1755,64.8,77.0,72.1,12.3,-6.18,13.14
20,2017-11-15 17:13:20,3,2060,1752,64.7,77.0,72.1,12.3,-17.5,11.26
21,2017-11-15 17:13:21,3,2062,1751,64.7,77.0,72.1,12.3,-6.0,13.42
22,2017-11-15 17:13:22,3,2062,1751,64.7,77.0,72.1,12.3,-6.0,13.42
23,2017-11-15 17:13:23,3,2067,1762,64.7,77.0,72.1,12.3,-21.57,14.32
24,2017-11-15 17:13:24,3,2056,1759,64.8,77.0,72.1,12.3,-14.59,15.39
25,2017-11-15 17:13:25,3,2054,1753,64.8,77.1,72.1,12.3,-5.14,14.62
26,2017-11-15 17:13:26,3,2054,1753,64.8,77.1,72.1,12.3,-5.14,14.62
27,2017-11-15 17:13:27,3,2049,1742,64.7,77.0,72.1,12.3,-0.65,12.49
28,2017-11-15 17:13:28,3,2053,1739,64.7,77.0,72.1,12.3,-2.8,14.35
29,2017-11-15 17:13:29,3,2053,1739,64.7,77.0,72.1,12.3,-2.8,14.35
30,2017-11-15 17:13:30,3,2070,1749,64.7,77.0,72.1,12.3,-0.2,13.44
31,2017-11-15 17:13:31,3,2069,1758,64.7,77.1,72.1,12.3,2.06,14.68
32,2017-11-15 17:13:32,3,2051,1758,64.7,77.1,72.1,12.3,11.14,14.34
33,2017-11-15 17:13:33,3,2051,1758,64.7,77.1,72.1,12.3,11.14,14.34
34,2017-11-15 17:13:34,3,2051,1750,64.7,77.0,72.1,12.3,12.47,15.76
35,2017-11-15 17:13:35,3,2058,1747,64.7,77.0,72.1,12.3,1.54,13.26
36,2017-11-15 17:13:36,3,2058,1747,64.7,77.0,72.1,12.3,1.54,13.26
37,2017-11-15 17:13:37,3,2053,1748,64.7,77.1,72.1,12.3,4.3,15.12
38,2017-11-15 17:13:38,3,2059,1750,64.7,77.0,72.1,12.3,4.44,14.99
39,2017-11-15 17:13:39,3,2059,1748,64.7,77.0,72.1,12.3,15.49,16.97
40,2017-11-15 17:13:40,3,2059,1748,64.7,77.0,72.1,12.3,15.49,16.97
41,2017-11-15 17:13:41,3,2046,1745,64.7,77.1,72.1,12.3,2.33,14.75
42,2017-11-15 17:13:42,3,2057,1741,64.7,77.1,72.1,12.3,2.28,17.08
43,2017-11-15 17:13:43,3,2062,1738,64.7,77.1,72.1,12.3,12.88,16.01
44,2017-11-15 17:13:44,3,2062,1738,64.7,77.1,72.1,12.3,12.88,16.01
45,2017-11-15 17:13:45,3,2056,1737,64.7,77.0,72.1,12.3,6.76,14.58
46,2017-11-15 17:13:46,3,2040,1736,64.7,77.0,72.1,12.3,14.18,18.41
47,2017-11-15 17:13:47,3,2040,1736,64.7,77.0,72.1,12.3,14.18,18.41
48,2017-11-15 17:13:48,3,2047,1741,64.7,77.0,72.1,12.3,10.24,17.29
49,2017-11-15 17:13:49,3,2058,1745,64.7,77.0,72.1,12.3,7.3,16.48
50,2017-11-15 17:13:50,3,2054,1745,64.7,77.0,72.1,12.3,14.63,17.09
51,2017-11-15 17:13:51,3,2054,1745,64.7,77.0,72.1,12.3,14.63,17.09
52,2017-11-15 17:13:53,3,2047,1734,64.8,77.0,72.1,12.3,7.01,15.25
53,2017-11-15 17:13:54,3,2047,1734,64.8,77.0,72.1,12.3,7.01,15.25
54,2017-11-15 17:13:55,3,2041,1731,64.8,77.0,72.1,12.3,7.93,16.52
55,2017-11-15 17:13:56,3,2052,1727,64.8,77.1,72.1,12.3,10.79,14.31
56,2017-11-15 17:13:57,3,1984,1727,64.8,77.1,72.1,12.3,-2.27,13.2
57,2017-11-15 17:13:58,3,1984,1727,64.8,77.1,72.1,12.3,-2.27,13.2
58,2017-11-15 17:13:59,3,1999,1733,64.8,77.0,72.1,12.3,-0.4,14.27
59,2017-11-15 17:14:00,3,2065,1747,64.8,77.0,72.1,12.3,6.65,15.14
60,2017-11-15 17:14:01,3,2065,1747,64.8,77.0,72.1,12.3,6.65,15.14
61,2017-11-15 17:14:02,3,2064,1760,64.8,77.0,72.1,12.3,4.1,15.26
62,2017-11-15 17:14:03,3,2062,1773,64.8,77.0,72.1,12.3,1.99,13.32
63,2017-11-15 17:14:04,3,2063,1784,64.8,77.0,72.1,12.3,3.92,12.21
64,2017-11-15 17:14:05,3,2063,1784,64.8,77.0,72.1,12.3,3.92,12.21
65,2017-11-15 17:14:06,3,2052,1784,64.8,77.0,72.1,12.3,-3.5,15.11
66,2017-11-15 17:14:07,3,2046,1773,64.8,77.0,72.1,12.3,3.9,15.58
67,2017-11-15 17:14:08,3,2044,1762,64.8,77.0,72.1,12.3,-2.22,12.97
68,2017-11-15 17:14:09,3,2044,1762,64.8,77.0,72.1,12.3,-2.22,12.97
69,2017-11-15 17:14:10,3,2048,1754,64.8,77.0,72.1,12.3,-0.71,16.02
70,2017-11-15 17:14:11,3,2048,1754,64.8,77.0,72.1,12.3,0.97,15.16
71,2017-11-15 17:14:12,3,2048,1754,64.8,77.0,72.1,12.3,0.97,15.16
72,2017-11-15 17:14:13,3,2057,1758,64.8,77.0,72.1,12.3,-2.85,14.71
73,2017-11-15 17:14:14,3,2056,1758,64.8,77.0,72.1,12.3,1.94,14.1
74,2017-11-15 17:14:15,3,2049,1757,64.8,77.0,72.1,12.3,-7.58,14.81
75,2017-11-15 17:14:16,3,2049,1757,64.8,77.0,72.1,12.3,-7.58,14.81
76,2017-11-15 17:14:17,3,2058,1760,64.8,77.1,72.1,12.3,-4.24,14.35
77,2017-11-15 17:14:18,3,2048,1762,64.8,77.0,72.1,12.3,-1.81,16.8
78,2017-11-15 17:14:19,3,2048,1762,64.8,77.0,72.1,12.3,-1.81,16.8
79,2017-11-15 17:14:20,3,2058,1759,64.8,77.0,72.1,12.3,10.25,14.13
80,2017-11-15 17:14:21,3,2043,1754,64.8,77.0,72.1,12.3,6.55,15.07
81,2017-11-15 17:14:22,3,2045,1747,64.8,77.0,72.1,12.3,0.26,14.71
82,2017-11-15 17:14:23,3,2045,1747,64.8,77.0,72.1,12.3,0.26,14.71
83,2017-11-15 17:14:24,3,2055,1739,64.8,77.1,72.1,12.3,-3.05,18.08
84,2017-11-15 17:14:25,3,2058,1738,64.8,77.1,72.1,12.3,-2.63,15.21
85,2017-11-15 17:14:26,3,2058,1738,64.8,77.1,72.1,12.3,-2.63,15.21
86,2017-11-15 17:14:27,3,2070,1743,64.8,77.0,72.1,12.3,-0.58,16.64
87,2017-11-15 17:14:28,3,2061,1750,64.8,77.0,72.1,12.3,-4.6,14.08
88,2017-11-15 17:14:29,3,2065,1763,64.8,77.0,72.1,12.3,-1.99,16.77
89,2017-11-15 17:14:30,3,2065,1763,64.8,77.0,72.1,12.3,-1.99,16.77
90,2017-11-15 17:14:31,3,2057,1772,64.8,77.0,72.1,12.3,7.32,17.54
91,2017-11-15 17:14:32,3,2060,1778,64.8,77.0,72.1,12.3,8.42,14.35
92,2017-11-15 17:14:33,3,2060,1778,64.8,77.0,72.1,12.3,8.42,14.35
93,2017-11-15 17:14:34,3,2070,1789,64.8,77.1,72.1,12.3,7.12,15.95
94,2017-11-15 17:14:35,3,2054,1791,64.8,77.1,72.1,12.3,0.44,15.96
95,2017-11-15 17:14:36,3,2041,1776,64.8,77.1,72.1,12.3,5.45,18.6
96,2017-11-15 17:14:37,3,2041,1776,64.8,77.1,72.1,12.3,5.45,18.6
97,2017-11-15 17:14:38,3,2031,1752,64.8,77.1,72.1,12.3,11.48,19.46
98,2017-11-15 17:14:39,3,2040,1735,64.8,77.0,72.1,12.3,5.5,16.98
99,2017-11-15 17:14:40,3,2054,1725,64.8,77.0,72.1,12.3,11.21,14.26
100,2017-11-15 17:14:41,3,2054,1725,64.8,77.0,72.1,12.3,11.21,14.26
101,2017-11-15 17:14:42,3,2056,1730,64.8,77.1,72.1,12.3,-7.6,14.79
102,2017-11-15 17:14:43,3,2058,1738,64.8,77.1,72.1,12.3,3.79,18.21
103,2017-11-15 17:14:44,3,2058,1738,64.8,77.1,72.1,12.3,3.79,18.21
104,2017-11-15 17:14:45,3,2056,1741,64.8,77.1,72.1,12.3,5.14,17.55
105,2017-11-15 17:14:46,3,2059,1737,64.8,77.1,72.1,12.3,3.59,15.46
106,2017-11-15 17:14:47,3,2054,1729,64.8,77.1,72.1,12.3,2.26,16.49
107,2017-11-15 17:14:48,3,2054,1729,64.8,77.1,72.1,12.3,2.26,16.49
108,2017-11-15 17:14:49,3,2057,1722,64.8,77.1,72.1,12.3,2.93,18.59
109,2017-11-15 17:14:50,3,2060,1720,64.8,77.1,72.1,12.3,1.74,16.69
110,2017-11-15 17:14:51,3,2060,1720,64.8,77.1,72.1,12.3,1.74,16.69
111,2017-11-15 17:14:52,3,2069,1726,64.8,77.0,72.1,12.3,9.89,15.91
112,2017-11-15 17:14:53,3,2071,1737,64.8,77.0,72.1,12.3,-2.2,15.9
113,2017-11-15 17:14:54,3,2059,1746,64.8,77.0,72.1,12.3,3.23,16.13
114,2017-11-15 17:14:55,3,2059,1746,64.8,77.0,72.1,12.3,3.23,16.13
115,2017-11-15 17:14:56,3,2058,1755,64.8,77.1,72.1,12.3,-1.12,11.58
116,2017-11-15 17:14:57,3,2059,1761,64.8,77.1,72.1,12.3,-2.18,15.08
117,2017-11-15 17:14:58,3,2042,1758,64.8,77.1,72.1,12.3,-1.43,15.54
118,2017-11-15 17:14:59,3,2042,1758,64.8,77.1,72.1,12.3,-1.43,15.54
119,2017-11-15 17:15:01,3,2057,1745,64.8,77.1,72.1,12.3,6.71,16.55
120,2017-11-15 17:15:02,3,2063,1747,64.8,77.1,72.1,12.3,11.01,16.78
121,2017-11-15 17:15:03,3,2063,1747,64.8,77.1,72.1,12.3,11.01,16.78
122,2017-11-15 17:15:04,3,2067,1751,64.8,77.1,72.1,12.3,-1.93,15.7
123,2017-11-15 17:15:06,3,2046,1747,64.8,77.1,72.1,12.3,6.42,15.62
124,2017-11-15 17:15:07,3,2042,1743,64.8,77.1,72.1,12.3,-1.0,12.58
125,2017-11-15 17:15:08,3,2057,1748,64.8,77.1,72.1,12.3,2.03,12.38
126,2017-11-15 17:15:09,3,2061,1757,64.8,77.1,72.1,12.3,4.53,13.93
127,2017-11-15 17:15:10,3,2061,1757,64.8,77.1,72.1,12.3,4.53,13.93
128,2017-11-15 17:15:11,3,2065,1764,64.8,77.1,72.1,12.3,-0.8,15.65
129,2017-11-15 17:15:12,3,2065,1769,64.8,77.1,72.1,12.3,-0.71,15.23
130,2017-11-15 17:15:13,3,2065,1769,64.8,77.1,72.1,12.3,-0.71,15.23
131,2017-11-15 17:15:14,3,2052,1773,64.8,77.1,72.1,12.3,-2.74,16.66
132,2017-11-15 17:15:15,3,2052,1778,64.8,77.1,72.1,12.3,1.36,14.54
133,2017-11-15 17:15:16,3,2053,1781,64.8,77.1,72.1,12.3,4.93,14.58
134,2017-11-15 17:15:17,3,2053,1781,64.8,77.1,72.1,12.3,4.93,14.58
135,2017-11-15 17:15:18,3,2038,1776,64.7,77.1,72.1,12.3,-5.1,13.51
136,2017-11-15 17:15:19,3,2029,1760,64.7,77.1,72.1,12.3,3.74,17.43
137,2017-11-15 17:15:20,3,2037,1753,64.8,77.1,72.1,12.3,11.75,18.6
138,2017-11-15 17:15:21,3,2037,1753,64.8,77.1,72.1,12.3,11.75,18.6
139,2017-11-15 17:15:22,3,2052,1749,64.8,77.1,72.1,12.3,-8.07,17.06
140,2017-11-15 17:15:23,3,2054,1760,64.8,77.1,72.1,12.3,-0.56,19.13
141,2017-11-15 17:15:24,3,2054,1760,64.8,77.1,72.1,12.3,-0.56,19.13
142,2017-11-15 17:15:25,3,2053,1767,64.8,77.1,72.1,12.3,3.36,19.02
143,2017-11-15 17:15:26,3,2044,1764,64.8,77.1,72.1,12.3,1.67,16.68
144,2017-11-15 17:15:27,3,2050,1755,64.8,77.1,72.1,12.3,-6.2,18.12
145,2017-11-15 17:15:28,3,2050,1755,64.8,77.1,72.1,12.3,-6.2,18.12
146,2017-11-15 17:15:29,3,2051,1746,64.8,77.1,72.1,12.3,-4.45,18.55
147,2017-11-15 17:15:30,3,2060,1749,64.7,77.1,72.1,12.3,-4.27,18.0
148,2017-11-15 17:15:31,3,2060,1749,64.7,77.1,72.1,12.3,-4.27,18.0
149,2017-11-15 17:15:32,3,2065,1758,64.8,77.1,72.1,12.3,-5.8,17.05
150,2017-11-15 17:15:33,3,2063,1765,64.7,77.1,72.1,12.3,-7.26,18.2
151,2017-11-15 17:15:34,3,2049,1758,64.7,77.1,72.1,12.3,-6.22,18.79
152,2017-11-15 17:15:35,3,2049,1758,64.7,77.1,72.1,12.3,-6.22,18.79
153,2017-11-15 17:15:36,3,2051,1751,64.7,77.1,72.1,12.3,-4.16,18.64
154,2017-11-15 17:15:37,3,2063,1743,64.7,77.1,72.1,12.3,1.07,17.33
