,real_time,WT_Runcode,iGenPower,iGenSpeed,iTemp1GearOil_1sec,iTempGearBearDE_1sec,iTempGearBearNDE_1sec,iTempNacelle_1sec,iVaneDiiection,iWindSpeed
0,2017-11-16 00:49:00,3,1691,1712,62.8,81.1,72.8,11.9,-0.02,9.89
1,2017-11-16 00:49:01,3,1621,1706,62.8,81.1,72.8,11.9,18.44,10.83
2,2017-11-16 00:49:02,3,1571,1707,62.8,81.1,72.8,11.9,9.79,9.51
3,2017-11-16 00:49:03,3,1571,1707,62.8,81.1,72.8,11.9,9.79,9.51
4,2017-11-16 00:49:04,3,1554,1705,62.8,81.1,72.8,11.9,3.86,9.07
5,2017-11-16 00:49:05,3,1476,1695,62.8,81.1,72.8,11.9,12.79,9.77
6,2017-11-16 00:49:06,3,1420,1693,62.8,81.1,72.7,11.9,21.99,10.76
7,2017-11-16 00:49:07,3,1420,1693,62.8,81.1,72.7,11.9,21.99,10.76
8,2017-11-16 00:49:08,3,1377,1688,62.8,81.1,72.7,11.9,15.89,10.0
9,2017-11-16 00:49:09,3,1312,1684,62.8,81.1,72.7,11.9,12.67,10.24
10,2017-11-16 00:49:10,3,1312,1684,62.8,81.1,72.7,11.9,12.67,10.24
11,2017-11-16 00:49:11,3,1242,1680,62.8,81.1,72.7,11.9,8.56,9.5
12,2017-11-16 00:49:12,3,1203,1678,62.8,81.1,72.7,11.9,13.8,8.52
13,2017-11-16 00:49:13,3,1163,1673,62.8,81.1,72.7,11.9,10.24,8.2
14,2017-11-16 00:49:14,3,1163,1673,62.8,81.1,72.7,11.9,10.24,8.2
15,2017-11-16 00:49:15,3,1121,1666,62.8,81.1,72.7,11.9,6.91,8.54
16,2017-11-16 00:49:16,3,1099,1668,62.8,81.1,72.7,11.9,17.87,8.18
17,2017-11-16 00:49:17,3,1098,1668,62.8,81.1,72.7,11.9,26.72,9.39
18,2017-11-16 00:49:18,3,1098,1668,62.8,81.1,72.7,11.9,26.72,9.39
19,2017-11-16 00:49:19,3,1092,1667,62.8,81.1,72.7,11.9,14.48,7.68
20,2017-11-16 00:49:22,3,1081,1671,62.8,81.1,72.7,11.9,19.2,8.9
21,2017-11-16 00:49:24,3,1152,1677,62.8,81.1,72.7,11.9,18.64,8.23
22,2017-11-16 00:49:25,3,1152,1677,62.8,81.1,72.7,11.9,18.64,8.23
23,2017-11-16 00:49:26,3,1222,1687,62.8,81.1,72.7,11.9,10.42,8.68
24,2017-11-16 00:49:27,3,1360,1696,62.8,81.1,72.7,11.9,17.54,8.32
25,2017-11-16 00:49:28,3,1471,1704,62.8,81.1,72.7,11.9,21.9,9.48
26,2017-11-16 00:49:29,3,1471,1704,62.8,81.1,72.7,11.9,21.9,9.48
27,2017-11-16 00:49:30,3,1542,1710,62.8,81.1,72.7,11.9,-2.29,9.55
28,2017-11-16 00:49:31,3,1633,1715,62.8,81.1,72.7,11.9,-2.85,10.21
29,2017-11-16 00:49:32,3,1633,1715,62.8,81.1,72.7,11.9,-2.85,10.21
30,2017-11-16 00:49:33,3,1716,1721,62.8,81.1,72.7,11.9,0.25,11.36
31,2017-11-16 00:49:34,3,1756,1723,62.8,81.1,72.7,11.9,13.6,9.97
32,2017-11-16 00:49:35,3,1800,1728,62.8,81.1,72.7,11.9,15.51,11.13
33,2017-11-16 00:49:36,3,1800,1728,62.8,81.1,72.7,11.9,15.51,11.13
34,2017-11-16 00:49:37,3,1822,1732,62.8,81.1,72.7,11.9,3.99,10.18
35,2017-11-16 00:49:38,3,1843,1732,62.8,81.1,72.7,11.9,8.08,10.29
36,2017-11-16 00:49:39,3,1891,1740,62.8,81.1,72.7,11.9,3.07,10.58
37,2017-11-16 00:49:40,3,1891,1740,62.8,81.1,72.7,11.9,3.07,10.58
38,2017-11-16 00:49:41,3,1953,1742,62.8,81.1,72.7,11.9,-0.02,11.76
39,2017-11-16 00:49:42,3,1949,1739,62.8,81.1,72.7,11.9,1.9,10.72
40,2017-11-16 00:49:43,3,1949,1739,62.8,81.1,72.7,11.9,1.9,10.72
41,2017-11-16 00:49:44,3,1887,1733,62.8,81.1,72.7,11.9,7.32,11.51
42,2017-11-16 00:49:45,3,1888,1735,62.8,81.1,72.7,11.9,3.59,11.7
43,2017-11-16 00:49:46,3,1858,1733,62.8,81.1,72.7,11.9,7.52,10.67
44,2017-11-16 00:49:47,3,1858,1733,62.8,81.1,72.7,11.9,7.52,10.67
45,2017-11-16 00:49:48,3,1837,1734,62.8,81.1,72.7,11.9,6.6,12.46
46,2017-11-16 00:49:49,3,1855,1736,62.8,81.1,72.7,11.9,0.03,12.03
47,2017-11-16 00:49:50,3,1838,1730,62.8,81.1,72.6,11.9,-0.62,9.47
48,2017-11-16 00:49:51,3,1838,1730,62.8,81.1,72.6,11.9,-0.62,9.47
49,2017-11-16 00:49:52,3,1790,1727,62.8,81.1,72.6,11.9,-5.3,10.89
50,2017-11-16 00:49:53,3,1766,1727,62.8,81.1,72.6,11.9,-10.07,11.17
51,2017-11-16 00:49:54,3,1766,1727,62.8,81.1,72.6,11.9,-10.07,11.17
52,2017-11-16 00:49:55,3,1848,1734,62.8,81.1,72.6,11.9,1.33,8.27
53,2017-11-16 00:49:56,3,1898,1735,62.7,81.1,72.6,11.9,10.47,10.1
54,2017-11-16 00:49:57,3,1914,1738,62.7,81.1,72.6,11.9,15.11,9.78
55,2017-11-16 00:49:58,3,1914,1738,62.7,81.1,72.6,11.9,15.11,9.78
56,2017-11-16 00:49:59,3,1928,1741,62.7,81.1,72.6,11.9,12.32,10.1
57,2017-11-16 00:50:01,3,1917,1740,62.7,81.1,72.6,11.9,22.44,12.23
58,2017-11-16 00:50:02,3,1917,1740,62.7,81.1,72.6,11.9,22.44,12.23
59,2017-11-16 00:50:03,3,1933,1744,62.7,81.1,72.6,11.9,25.34,14.54
60,2017-11-16 00:50:04,3,1957,1742,62.7,81.1,72.6,11.9,20.69,11.23
61,2017-11-16 00:50:05,3,1957,1742,62.7,81.1,72.6,11.9,20.69,11.23
62,2017-11-16 00:50:06,3,1937,1740,62.7,81.1,72.6,11.9,19.29,11.46
63,2017-11-16 00:50:07,3,1924,1741,62.7,81.1,72.6,11.9,13.24,11.41
64,2017-11-16 00:50:08,3,1923,1738,62.7,81.1,72.6,11.9,4.17,11.66
65,2017-11-16 00:50:09,3,1923,1738,62.7,81.1,72.6,11.9,4.17,11.66
66,2017-11-16 00:50:10,3,1876,1731,62.7,81.1,72.6,11.9,-9.04,11.53
67,2017-11-16 00:50:11,3,1815,1730,62.7,81.1,72.6,11.9,-2.56,11.32
68,2017-11-16 00:50:12,3,1815,1730,62.7,81.1,72.6,11.9,-2.56,11.32
69,2017-11-16 00:50:13,3,1782,1725,62.7,81.1,72.6,11.9,-9.35,10.38
70,2017-11-16 00:50:14,3,1729,1721,62.7,81.1,72.6,11.9,-0.6,10.23
71,2017-11-16 00:50:15,3,1692,1721,62.7,81.1,72.6,11.9,-9.47,10.55
72,2017-11-16 00:50:17,3,1707,1722,62.7,81.1,72.6,11.9,-5.48,9.18
73,2017-11-16 00:50:18,3,1686,1717,62.7,81.1,72.6,11.9,6.08,7.85
74,2017-11-16 00:50:19,3,1686,1717,62.7,81.1,72.6,11.9,6.08,7.85
75,2017-11-16 00:50:20,3,1621,1713,62.7,81.1,72.6,11.9,-16.93,8.85
76,2017-11-16 00:50:21,3,1614,1717,62.7,81.1,72.6,11.9,-17.07,8.05
77,2017-11-16 00:50:22,3,1660,1719,62.7,81.1,72.6,11.9,-20.18,9.99
78,2017-11-16 00:50:23,3,1660,1719,62.7,81.1,72.6,11.9,-20.18,9.99
79,2017-11-16 00:50:24,3,1688,1721,62.7,81.1,72.6,11.9,5.07,8.24
80,2017-11-16 00:50:25,3,1674,1719,62.7,81.1,72.6,11.9,0.37,9.55
81,2017-11-16 00:50:26,3,1645,1715,62.7,81.1,72.6,11.9,-3.28,11.45
82,2017-11-16 00:50:27,3,1645,1715,62.7,81.1,72.6,11.9,-3.28,11.45
83,2017-11-16 00:50:28,3,1601,1711,62.7,81.1,72.6,11.9,-0.64,10.26
84,2017-11-16 00:50:29,3,1553,1708,62.7,81.1,72.6,11.9,7.19,8.98
85,2017-11-16 00:50:30,3,1553,1708,62.7,81.1,72.6,11.9,7.19,8.98
86,2017-11-16 00:50:31,3,1542,1709,62.7,81.1,72.6,11.9,-2.58,9.82
87,2017-11-16 00:50:32,3,1539,1704,62.7,81.1,72.6,11.9,-10.82,6.18
88,2017-11-16 00:50:33,3,1497,1701,62.7,81.1,72.6,11.9,-14.96,9.19
89,2017-11-16 00:50:34,3,1497,1701,62.7,81.1,72.6,11.9,-14.96,9.19
