,real_time,giWecRunContion,grCurrentVibrationY_PCH,grCurrentVibrationZ_PCH,grGenPowerForProcess,grGenSpeedForProcess,grWindSpeed
0,2017-11-18 13:36:42,9,0.0,-0.01,0.0,3.7,1.7
1,2017-11-18 13:36:43,9,0.0,-0.03,0.0,4.3,1.7
2,2017-11-18 13:36:44,9,0.0,-0.02,0.0,4.8,1.78
3,2017-11-18 13:36:45,9,0.0,-0.01,0.0,5.1,2.75
4,2017-11-18 13:36:46,9,0.0,-0.01,0.0,5.2,3.04
5,2017-11-18 13:47:53,9,0.0,0.0,0.0,2.9,2.55
6,2017-11-18 13:47:54,9,0.0,0.0,0.0,2.6,2.59
7,2017-11-18 13:47:55,9,0.0,0.0,0.0,2.3,2.53
8,2017-11-18 13:59:03,9,0.0,-0.02,0.0,0.5,2.39
9,2017-11-18 13:59:04,9,0.0,0.0,0.0,0.0,2.24
10,2017-11-18 13:59:05,9,0.0,0.02,0.0,0.0,2.24
11,2017-11-18 13:59:06,9,0.0,-0.03,0.0,0.0,2.22
12,2017-11-18 13:59:07,9,0.0,-0.02,0.0,0.0,2.22
13,2017-11-18 14:10:13,9,0.0,-0.01,0.0,0.0,1.63
14,2017-11-18 14:10:14,9,0.0,-0.02,0.0,0.0,1.62
15,2017-11-18 14:10:15,9,0.0,-0.02,0.0,0.0,1.61
16,2017-11-18 14:32:30,9,0.0,0.0,0.0,0.0,1.15
17,2017-11-18 14:32:31,9,0.0,0.0,0.0,0.0,1.07
18,2017-11-18 14:32:32,9,0.0,-0.01,0.0,0.0,1.13
19,2017-11-18 14:32:33,9,0.0,-0.01,0.0,0.0,1.0
20,2017-11-18 14:32:34,9,0.0,-0.02,0.0,0.0,1.08
21,2017-11-18 14:43:39,9,0.0,-0.01,0.0,1.7,0.64
22,2017-11-18 14:43:40,9,0.0,0.0,0.0,1.7,0.73
23,2017-11-18 14:43:41,9,0.0,-0.01,0.0,1.7,0.66
24,2017-11-18 14:43:42,9,0.0,-0.02,0.0,1.7,0.86
25,2017-11-18 14:43:43,9,0.0,0.0,0.0,1.7,0.86
26,2017-11-18 14:54:48,9,0.0,-0.02,0.0,14.4,0.0
27,2017-11-18 14:54:49,9,0.0,-0.03,0.0,14.3,0.0
28,2017-11-18 14:54:50,9,0.0,0.0,0.0,14.2,0.0
29,2017-11-18 14:54:51,9,0.0,0.0,0.0,14.1,0.0
30,2017-11-18 14:54:52,9,0.0,0.0,0.0,13.7,0.0
31,2017-11-18 15:05:55,9,0.0,-0.01,0.0,0.0,1.43
32,2017-11-18 15:05:56,9,0.0,-0.02,0.0,0.0,1.43
33,2017-11-18 15:05:57,9,0.0,-0.05,0.0,0.0,1.36
34,2017-11-18 15:05:58,9,0.0,-0.02,0.0,0.0,1.24
35,2017-11-18 15:17:05,9,0.0,-0.02,0.0,1.7,1.47
36,2017-11-18 15:17:06,9,0.0,0.0,0.0,1.6,1.41
37,2017-11-18 15:17:07,9,0.0,-0.01,0.0,1.5,1.55
38,2017-11-18 15:17:08,9,0.0,-0.02,0.0,1.3,1.55
39,2017-11-18 15:28:13,9,0.0,-0.02,0.0,6.5,2.05
40,2017-11-18 15:28:14,9,0.0,0.0,0.0,6.5,1.95
41,2017-11-18 15:28:15,9,0.0,0.0,0.0,6.3,1.99
42,2017-11-18 15:28:16,9,0.0,0.0,0.0,6.3,1.99
43,2017-11-18 15:39:21,9,0.0,-0.01,0.0,7.7,1.95
44,2017-11-18 15:39:22,9,0.0,-0.03,0.0,7.7,2.06
45,2017-11-18 15:39:23,9,0.0,0.0,0.0,7.9,1.92
46,2017-11-18 15:39:24,9,0.0,-0.01,0.0,8.0,1.89
47,2017-11-18 15:50:30,9,0.0,-0.01,0.0,1.4,2.18
48,2017-11-18 15:50:31,9,0.0,-0.01,0.0,1.3,2.24
49,2017-11-18 15:50:32,9,0.0,-0.02,0.0,1.1,2.16
50,2017-11-18 15:50:33,9,0.0,0.0,0.0,0.9,2.22
51,2017-11-18 16:01:39,9,0.0,-0.02,0.0,10.1,1.25
52,2017-11-18 16:01:40,9,0.0,-0.01,0.0,10.1,1.28
53,2017-11-18 16:01:41,9,0.0,-0.02,0.0,10.0,1.28
54,2017-11-18 16:01:42,9,0.0,-0.01,0.0,10.0,1.15
55,2017-11-18 16:12:48,9,0.0,-0.02,0.0,0.2,2.7
56,2017-11-18 16:12:49,9,0.0,-0.01,0.0,0.2,2.39
57,2017-11-18 16:12:50,9,0.0,-0.02,0.0,0.4,1.78
58,2017-11-18 16:12:51,9,0.0,-0.01,0.0,0.4,1.58
59,2017-11-18 16:12:52,9,0.0,-0.01,0.0,0.5,1.48
60,2017-11-18 16:23:57,9,0.0,0.0,0.0,1.6,2.76
61,2017-11-18 16:23:58,9,0.0,-0.01,0.0,1.4,2.65
62,2017-11-18 16:23:59,9,0.0,0.0,0.0,1.3,2.68
63,2017-11-18 16:24:00,9,0.0,-0.01,0.0,1.1,2.51
64,2017-11-18 16:35:07,2,0.0,0.0,0.0,0.4,3.38
65,2017-11-18 16:35:09,2,0.0,-0.02,0.0,0.1,3.5
66,2017-11-18 16:35:10,2,0.0,-0.01,0.0,0.0,3.32
67,2017-11-18 16:35:11,2,0.0,0.01,0.0,0.0,3.24
68,2017-11-18 16:35:12,2,0.0,-0.01,0.0,0.0,3.23
