,real_time,giWecRunContion,grCurrentVibrationY_PCH,grCurrentVibrationZ_PCH,grGenPowerForProcess,grGenSpeedForProcess,grWindSpeed
0,2017-11-15 06:29:50,2,0.0,-0.01,0.0,1113.6,2.4
1,2017-11-15 06:29:51,2,0.0,-0.01,0.0,1113.5,2.49
2,2017-11-15 06:29:52,2,0.0,0.05,0.0,1113.8,2.25
3,2017-11-15 06:29:53,2,0.0,0.0,0.0,1114.6,2.25
4,2017-11-15 06:29:54,2,0.0,0.0,0.0,1115.3,2.2
5,2017-11-15 06:29:55,2,0.0,0.0,0.0,1115.8,2.18
6,2017-11-15 06:29:56,2,0.0,0.0,0.0,1115.1,2.09
7,2017-11-15 06:29:57,2,0.0,0.01,0.0,1115.8,2.09
8,2017-11-15 06:29:58,2,0.0,0.01,0.0,1115.9,1.96
9,2017-11-15 06:29:59,2,0.0,-0.03,0.0,1115.8,1.91
10,2017-11-15 06:30:00,2,0.0,-0.01,0.0,1117.0,1.88
11,2017-11-15 06:30:01,2,0.0,-0.05,0.0,1117.1,1.88
12,2017-11-15 06:30:02,2,0.0,0.0,0.0,1115.7,1.87
13,2017-11-15 06:30:03,2,0.0,0.0,0.0,1116.2,1.96
14,2017-11-15 06:30:04,2,0.0,0.0,0.0,1116.8,1.95
15,2017-11-15 06:30:05,2,0.0,0.0,0.0,1117.0,1.96
16,2017-11-15 06:30:06,2,0.0,-0.02,0.0,1117.3,1.87
17,2017-11-15 06:30:07,2,0.0,-0.05,0.0,1117.3,1.85
18,2017-11-15 06:30:08,2,0.0,-0.05,0.0,1117.2,1.76
19,2017-11-15 06:30:09,2,0.0,-0.03,0.0,1116.7,1.84
20,2017-11-15 06:30:10,2,0.0,-0.02,0.0,1117.4,1.87
21,2017-11-15 06:30:11,2,0.0,-0.03,0.0,1118.2,1.92
22,2017-11-15 06:30:12,2,0.0,-0.06,0.0,1117.7,1.91
23,2017-11-15 06:30:13,2,0.0,0.03,0.0,1117.6,1.92
24,2017-11-15 06:30:14,2,0.0,-0.07,0.0,1118.1,1.87
25,2017-11-15 06:30:15,2,0.0,0.0,0.0,1117.6,1.89
26,2017-11-15 06:30:16,2,0.0,-0.05,0.0,1118.9,2.11
27,2017-11-15 06:30:17,2,0.0,-0.01,0.0,1119.1,2.05
28,2017-11-15 06:30:18,2,0.0,-0.05,0.0,1119.0,1.91
29,2017-11-15 06:30:19,2,0.0,0.0,0.0,1118.4,2.13
