,real_time,WT_Runcode,iGenPower,iGenSpeed,iTemp1GearOil_1sec,iTempGearBearDE_1sec,iTempGearBearNDE_1sec,iTempNacelle_1sec,iWindSpeed
310,2017-11-15 08:18:10,3,2061,1760,58.1,59.6,62.6,16.5,11.44
311,2017-11-15 08:18:11,3,2053,1758,58.1,59.6,62.6,16.5,11.99
312,2017-11-15 08:18:12,3,2052,1758,58.1,59.6,62.6,16.5,11.92
313,2017-11-15 08:18:13,3,2054,1758,58.1,59.6,62.6,16.5,10.99
314,2017-11-15 08:18:14,3,2067,1762,58.0,59.6,62.6,16.5,10.66
315,2017-11-15 08:18:15,3,2044,1761,58.0,59.6,62.6,16.5,12.4
316,2017-11-15 08:18:16,3,2057,1763,58.0,59.6,62.6,16.5,12.66
317,2017-11-15 08:18:17,3,2047,1764,58.1,59.6,62.6,16.5,10.73
318,2017-11-15 08:18:18,3,2047,1761,58.1,59.6,62.6,16.5,10.64
319,2017-11-15 08:18:19,3,2043,1759,58.1,59.6,62.6,16.5,12.66
320,2017-11-15 08:18:20,3,2048,1756,58.1,59.6,62.6,16.5,11.79
321,2017-11-15 08:18:21,3,2043,1753,58.1,59.6,62.6,16.5,11.96
322,2017-11-15 08:18:22,3,2051,1751,58.1,59.6,62.6,16.5,11.57
323,2017-11-15 08:18:23,3,2056,1752,58.1,59.6,62.6,16.5,12.01
324,2017-11-15 08:18:24,3,2053,1754,58.1,59.6,62.6,16.5,10.59
325,2017-11-15 08:18:25,3,2058,1756,58.1,59.6,62.6,16.5,11.99
326,2017-11-15 08:18:26,3,2054,1758,58.0,59.6,62.6,16.5,12.11
327,2017-11-15 08:18:27,3,2066,1763,58.1,59.6,62.6,16.5,11.67
328,2017-11-15 08:18:28,3,2044,1761,58.1,59.6,62.6,16.5,12.62
329,2017-11-15 08:18:29,3,2053,1758,58.1,59.6,62.7,16.5,12.25
330,2017-11-15 08:18:30,3,2048,1754,58.1,59.6,62.6,16.5,13.31
331,2017-11-15 08:18:31,3,2047,1751,58.1,59.6,62.7,16.5,10.92
332,2017-11-15 08:18:32,3,2044,1748,58.1,59.6,62.6,16.5,11.35
333,2017-11-15 08:18:33,3,2053,1750,58.0,59.6,62.7,16.5,12.26
334,2017-11-15 08:18:34,3,2062,1752,58.0,59.6,62.6,16.5,12.04
335,2017-11-15 08:18:35,3,2055,1752,58.1,59.6,62.6,16.5,10.82
336,2017-11-15 08:18:36,3,2065,1754,58.1,59.6,62.7,16.5,11.98
337,2017-11-15 08:18:37,3,2058,1757,58.1,59.6,62.6,16.5,10.75
338,2017-11-15 08:18:38,3,2060,1758,58.1,59.6,62.7,16.5,11.2
339,2017-11-15 08:18:39,3,2051,1756,58.1,59.6,62.7,16.5,11.52
340,2017-11-15 08:18:40,3,2050,1758,58.1,59.6,62.7,16.5,10.47
341,2017-11-15 08:18:41,3,2050,1758,58.1,59.6,62.6,16.5,10.33
342,2017-11-15 08:18:42,3,2049,1755,58.1,59.6,62.6,16.5,11.74
343,2017-11-15 08:18:43,3,2044,1753,58.1,59.6,62.7,16.5,11.86
344,2017-11-15 08:18:44,3,2046,1751,58.0,59.6,62.7,16.5,12.1
345,2017-11-15 08:18:45,3,2041,1746,58.0,59.6,62.6,16.6,12.2
346,2017-11-15 08:18:46,3,2052,1744,58.0,59.6,62.7,16.5,11.71
347,2017-11-15 08:18:47,3,2032,1742,58.0,59.6,62.7,16.5,11.46
348,2017-11-15 08:18:48,3,2046,1739,58.0,59.6,62.7,16.5,12.29
349,2017-11-15 08:18:49,3,2054,1742,58.0,59.6,62.7,16.5,10.51
350,2017-11-15 08:18:50,3,2044,1743,58.0,59.6,62.7,16.5,11.25
351,2017-11-15 08:18:51,3,2054,1748,58.0,59.6,62.7,16.5,12.65
352,2017-11-15 08:18:52,3,2056,1751,58.0,59.6,62.7,16.6,12.06
353,2017-11-15 08:18:53,3,2052,1755,58.0,59.6,62.6,16.5,11.83
354,2017-11-15 08:18:54,3,2051,1757,58.0,59.6,62.7,16.5,12.49
355,2017-11-15 08:18:55,3,2053,1757,58.0,59.6,62.7,16.5,11.58
356,2017-11-15 08:18:56,3,2049,1755,58.0,59.6,62.7,16.6,12.52
357,2017-11-15 08:18:57,3,2047,1751,58.1,59.6,62.7,16.5,10.64
358,2017-11-15 08:18:58,3,2044,1744,58.1,59.6,62.6,16.5,10.69
359,2017-11-15 08:18:59,3,2034,1738,58.0,59.6,62.7,16.5,10.06
360,2017-11-15 08:19:00,3,2054,1735,58.1,59.6,62.7,16.5,11.0
361,2017-11-15 08:19:01,3,2018,1736,58.1,59.6,62.7,16.5,10.41
362,2017-11-15 08:19:02,3,2002,1738,58.1,59.6,62.6,16.5,10.26
363,2017-11-15 08:19:03,3,2033,1742,58.0,59.6,62.6,16.5,11.19
364,2017-11-15 08:19:04,3,2060,1746,58.1,59.6,62.6,16.5,10.9
365,2017-11-15 08:19:05,3,2051,1743,58.1,59.6,62.7,16.5,11.06
366,2017-11-15 08:19:06,3,2040,1742,58.0,59.6,62.7,16.5,10.23
367,2017-11-15 08:19:07,3,2039,1744,58.0,59.6,62.7,16.5,11.97
368,2017-11-15 08:19:08,3,2050,1747,58.0,59.6,62.6,16.5,11.13
369,2017-11-15 08:19:09,3,2054,1749,58.0,59.6,62.7,16.5,10.39
370,2017-11-15 08:19:10,3,2068,1756,58.1,59.6,62.7,16.5,10.58
371,2017-11-15 08:19:11,3,2056,1759,58.1,59.6,62.7,16.5,10.88
372,2017-11-15 08:19:12,3,2067,1766,58.1,59.6,62.7,16.6,11.16
373,2017-11-15 08:19:13,3,2057,1770,58.1,59.6,62.7,16.6,11.74
374,2017-11-15 08:19:14,3,2053,1770,58.1,59.6,62.7,16.6,11.05
375,2017-11-15 08:19:15,3,2052,1768,58.1,59.6,62.7,16.5,10.68
376,2017-11-15 08:19:16,3,2049,1766,58.0,59.6,62.6,16.5,11.42
377,2017-11-15 08:19:17,3,2052,1764,58.0,59.6,62.6,16.5,11.01
378,2017-11-15 08:19:18,3,2043,1760,58.0,59.6,62.7,16.5,10.79
379,2017-11-15 08:19:19,3,2051,1759,58.1,59.6,62.7,16.5,13.12
380,2017-11-15 08:19:20,3,2059,1760,58.1,59.7,62.7,16.5,12.23
381,2017-11-15 08:19:21,3,2055,1760,58.0,59.6,62.7,16.6,11.44
382,2017-11-15 08:19:22,3,2047,1757,58.0,59.6,62.7,16.6,11.75
383,2017-11-15 08:19:23,3,2058,1758,58.0,59.6,62.7,16.6,11.34
384,2017-11-15 08:19:24,3,2055,1755,58.0,59.6,62.7,16.6,11.33
385,2017-11-15 08:19:25,3,2039,1749,58.0,59.6,62.7,16.6,11.76
386,2017-11-15 08:19:26,3,2049,1747,58.0,59.6,62.7,16.6,10.64
387,2017-11-15 08:19:27,3,2059,1746,58.1,59.6,62.7,16.6,12.09
388,2017-11-15 08:19:28,3,2043,1742,58.1,59.6,62.7,16.5,10.77
389,2017-11-15 08:19:29,3,2050,1742,58.1,59.6,62.7,16.5,10.89
390,2017-11-15 08:19:30,3,2057,1748,58.1,59.6,62.7,16.5,10.79
391,2017-11-15 08:19:31,3,2057,1750,58.0,59.6,62.7,16.6,11.59
392,2017-11-15 08:19:32,3,2060,1755,58.1,59.6,62.7,16.5,10.81
393,2017-11-15 08:19:33,3,2057,1757,58.1,59.6,62.7,16.5,11.79
394,2017-11-15 08:19:34,3,2044,1756,58.0,59.6,62.7,16.5,11.9
395,2017-11-15 08:19:35,3,2053,1755,58.0,59.6,62.7,16.6,11.48
396,2017-11-15 08:19:36,3,2047,1753,58.1,59.6,62.7,16.6,11.72
397,2017-11-15 08:19:37,3,2041,1750,58.1,59.6,62.7,16.5,11.59
398,2017-11-15 08:19:38,3,2052,1751,58.1,59.6,62.7,16.5,9.81
399,2017-11-15 08:19:39,3,2050,1747,58.1,59.6,62.7,16.5,11.18
400,2017-11-15 08:19:40,3,2048,1743,58.1,59.6,62.7,16.6,11.92
401,2017-11-15 08:19:41,3,2045,1741,58.1,59.7,62.7,16.5,10.84
402,2017-11-15 08:19:42,3,2049,1738,58.0,59.6,62.7,16.6,11.63
403,2017-11-15 08:19:43,3,2046,1738,58.1,59.6,62.7,16.6,10.69
404,2017-11-15 08:19:44,3,2033,1738,58.1,59.6,62.7,16.5,10.69
405,2017-11-15 08:19:45,3,2040,1741,58.1,59.6,62.7,16.5,11.85
406,2017-11-15 08:19:46,3,2058,1744,58.1,59.7,62.7,16.5,11.1
407,2017-11-15 08:19:47,3,2052,1746,58.1,59.6,62.7,16.5,11.31
408,2017-11-15 08:19:48,3,2050,1748,58.1,59.6,62.7,16.5,11.84
409,2017-11-15 08:19:49,3,2056,1751,58.1,59.6,62.7,16.6,12.7
410,2017-11-15 08:19:50,3,2056,1754,58.1,59.6,62.7,16.5,11.25
411,2017-11-15 08:19:51,3,2059,1756,58.1,59.6,62.7,16.6,11.88
412,2017-11-15 08:19:52,3,2042,1756,58.1,59.7,62.7,16.6,10.49
413,2017-11-15 08:19:53,3,2055,1759,58.1,59.6,62.7,16.5,11.78
414,2017-11-15 08:19:54,3,2055,1759,58.1,59.6,62.7,16.5,11.9
415,2017-11-15 08:19:55,3,2048,1758,58.1,59.6,62.7,16.6,11.48
416,2017-11-15 08:19:56,3,2047,1757,58.1,59.6,62.7,16.5,12.73
417,2017-11-15 08:19:57,3,2056,1757,58.1,59.6,62.7,16.5,12.41
418,2017-11-15 08:19:58,3,2050,1754,58.1,59.6,62.7,16.5,11.73
419,2017-11-15 08:19:59,3,2045,1750,58.1,59.6,62.7,16.5,11.67
420,2017-11-15 08:20:00,3,2055,1748,58.1,59.7,62.7,16.5,11.58
421,2017-11-15 08:20:01,3,2059,1748,58.1,59.6,62.7,16.6,11.68
422,2017-11-15 08:20:02,3,2050,1748,58.1,59.6,62.7,16.5,12.43
423,2017-11-15 08:20:03,3,2053,1750,58.1,59.6,62.7,16.6,11.25
424,2017-11-15 08:20:04,3,2060,1757,58.1,59.6,62.7,16.6,10.54
425,2017-11-15 08:20:05,3,2059,1760,58.1,59.6,62.7,16.5,11.99
426,2017-11-15 08:20:06,3,2055,1762,58.1,59.6,62.7,16.5,11.38
427,2017-11-15 08:20:07,3,2056,1762,58.1,59.7,62.7,16.5,12.47
428,2017-11-15 08:20:08,3,2052,1762,58.1,59.6,62.7,16.6,10.8
429,2017-11-15 08:20:09,3,2039,1752,58.1,59.6,62.7,16.6,11.5
430,2017-11-15 08:20:10,3,2054,1751,58.1,59.6,62.7,16.5,12.11
431,2017-11-15 08:20:11,3,2050,1748,58.1,59.6,62.7,16.6,12.35
432,2017-11-15 08:20:12,3,2060,1751,58.1,59.6,62.7,16.5,11.01
433,2017-11-15 08:20:13,3,2042,1749,58.1,59.6,62.7,16.5,11.09
434,2017-11-15 08:20:14,3,2049,1749,58.1,59.6,62.7,16.5,10.21
435,2017-11-15 08:20:15,3,2048,1748,58.1,59.6,62.7,16.6,10.36
436,2017-11-15 08:20:16,3,2057,1748,58.1,59.6,62.7,16.5,12.38
437,2017-11-15 08:20:17,3,2051,1746,58.1,59.7,62.7,16.5,11.32
438,2017-11-15 08:20:18,3,2042,1744,58.1,59.7,62.7,16.5,10.42
439,2017-11-15 08:20:19,3,2048,1744,58.1,59.7,62.7,16.6,11.21
440,2017-11-15 08:20:20,3,2051,1744,58.1,59.7,62.7,16.6,10.17
441,2017-11-15 08:20:21,3,2050,1743,58.1,59.7,62.7,16.6,11.5
442,2017-11-15 08:20:22,3,2045,1744,58.1,59.7,62.7,16.6,11.23
443,2017-11-15 08:20:23,3,2071,1751,58.1,59.6,62.7,16.6,12.86
444,2017-11-15 08:20:24,3,2047,1751,58.1,59.6,62.7,16.5,12.07
445,2017-11-15 08:20:25,3,2059,1754,58.1,59.7,62.7,16.5,12.18
446,2017-11-15 08:20:26,3,2039,1753,58.1,59.6,62.7,16.6,11.97
447,2017-11-15 08:20:27,3,2060,1751,58.1,59.6,62.7,16.6,11.58
448,2017-11-15 08:20:28,3,2047,1748,58.1,59.6,62.7,16.6,11.56
449,2017-11-15 08:20:29,3,2049,1743,58.1,59.7,62.7,16.5,12.8
450,2017-11-15 08:20:30,3,2046,1740,58.1,59.7,62.7,16.6,10.93
451,2017-11-15 08:20:31,3,2050,1740,58.1,59.7,62.7,16.6,11.89
452,2017-11-15 08:20:32,3,2028,1736,58.1,59.7,62.7,16.6,10.98
453,2017-11-15 08:20:33,3,2014,1737,58.1,59.7,62.7,16.6,12.57
454,2017-11-15 08:20:34,3,1988,1735,58.1,59.6,62.7,16.6,12.73
455,2017-11-15 08:20:35,3,1988,1739,58.1,59.6,62.7,16.6,11.03
456,2017-11-15 08:20:36,3,2000,1743,58.1,59.7,62.7,16.6,12.17
457,2017-11-15 08:20:37,3,2056,1749,58.1,59.7,62.7,16.6,12.25
458,2017-11-15 08:20:38,3,2058,1754,58.1,59.7,62.7,16.5,13.02
459,2017-11-15 08:20:39,3,2067,1757,58.1,59.7,62.7,16.6,11.49
460,2017-11-15 08:20:40,3,2058,1759,58.2,59.7,62.7,16.6,10.78
461,2017-11-15 08:20:41,3,2060,1763,58.2,59.7,62.7,16.6,11.7
462,2017-11-15 08:20:42,3,2062,1764,58.1,59.7,62.7,16.6,11.65
463,2017-11-15 08:20:43,3,2058,1767,58.1,59.7,62.7,16.6,10.96
464,2017-11-15 08:20:44,3,2056,1767,58.1,59.7,62.7,16.6,12.06
465,2017-11-15 08:20:45,3,2061,1769,58.2,59.7,62.7,16.5,12.07
466,2017-11-15 08:20:46,3,2061,1771,58.2,59.6,62.7,16.5,12.45
467,2017-11-15 08:20:47,3,2055,1770,58.1,59.6,62.7,16.6,12.42
468,2017-11-15 08:20:48,3,2052,1769,58.1,59.7,62.7,16.6,12.47
469,2017-11-15 08:20:49,3,2052,1767,58.1,59.7,62.7,16.6,12.35
470,2017-11-15 08:20:50,3,2045,1762,58.1,59.7,62.7,16.6,13.5
471,2017-11-15 08:20:51,3,2050,1759,58.1,59.7,62.7,16.6,12.38
472,2017-11-15 08:20:52,3,2042,1753,58.1,59.7,62.7,16.6,11.48
473,2017-11-15 08:20:53,3,2054,1747,58.2,59.6,62.7,16.6,12.15
474,2017-11-15 08:20:54,3,2049,1743,58.2,59.6,62.7,16.5,11.7
475,2017-11-15 08:20:55,3,2052,1742,58.2,59.7,62.7,16.5,12.91
476,2017-11-15 08:20:56,3,2047,1739,58.2,59.7,62.7,16.5,13.06
477,2017-11-15 08:20:57,3,2065,1743,58.2,59.7,62.7,16.6,12.02
478,2017-11-15 08:20:58,3,2062,1746,58.2,59.7,62.7,16.6,12.51
479,2017-11-15 08:20:59,3,2058,1750,58.2,59.7,62.7,16.5,12.47
480,2017-11-15 08:21:00,3,2064,1757,58.2,59.7,62.7,16.6,12.11
481,2017-11-15 08:21:01,3,2062,1761,58.2,59.7,62.7,16.5,12.84
482,2017-11-15 08:21:02,3,2054,1761,58.2,59.7,62.7,16.5,12.94
483,2017-11-15 08:21:03,3,2058,1761,58.2,59.7,62.7,16.6,12.06
484,2017-11-15 08:21:04,3,2060,1763,58.2,59.7,62.7,16.5,12.88
485,2017-11-15 08:21:05,3,2044,1758,58.2,59.7,62.7,16.6,12.93
486,2017-11-15 08:21:06,3,2052,1755,58.2,59.7,62.7,16.6,12.42
487,2017-11-15 08:21:07,3,2051,1754,58.2,59.7,62.7,16.5,12.35
488,2017-11-15 08:21:08,3,2060,1752,58.2,59.7,62.7,16.5,12.97
489,2017-11-15 08:21:09,3,2057,1750,58.2,59.7,62.7,16.5,11.6
490,2017-11-15 08:21:10,3,2057,1750,58.2,59.7,62.7,16.6,12.06
491,2017-11-15 08:21:11,3,2058,1751,58.2,59.7,62.7,16.6,12.79
492,2017-11-15 08:21:12,3,2053,1749,58.2,59.7,62.7,16.6,12.0
493,2017-11-15 08:21:13,3,2043,1749,58.2,59.7,62.7,16.5,12.43
494,2017-11-15 08:21:14,3,2052,1751,58.2,59.7,62.7,16.6,11.8
495,2017-11-15 08:21:15,3,2054,1749,58.2,59.7,62.7,16.6,11.67
496,2017-11-15 08:21:16,3,2052,1747,58.2,59.7,62.7,16.6,12.02
497,2017-11-15 08:21:17,3,2059,1750,58.2,59.7,62.7,16.6,11.67
498,2017-11-15 08:21:18,3,2053,1747,58.1,59.7,62.7,16.6,12.37
499,2017-11-15 08:21:19,3,2050,1745,58.1,59.7,62.7,16.6,12.14
500,2017-11-15 08:21:20,3,2054,1746,58.1,59.7,62.7,16.6,13.88
501,2017-11-15 08:21:21,3,2047,1747,58.2,59.7,62.7,16.6,11.73
502,2017-11-15 08:21:22,3,2059,1750,58.2,59.7,62.7,16.6,12.07
503,2017-11-15 08:21:23,3,2056,1754,58.1,59.7,62.7,16.6,13.61
504,2017-11-15 08:21:24,3,2053,1755,58.2,59.7,62.7,16.6,11.48
505,2017-11-15 08:21:25,3,2046,1755,58.2,59.7,62.7,16.6,11.99
506,2017-11-15 08:21:26,3,2057,1754,58.2,59.7,62.7,16.5,13.95
507,2017-11-15 08:21:27,3,2042,1753,58.2,59.7,62.7,16.6,12.0
508,2017-11-15 08:21:28,3,2041,1748,58.2,59.7,62.7,16.6,12.0
509,2017-11-15 08:21:29,3,2057,1748,58.2,59.7,62.7,16.6,12.64
510,2017-11-15 08:21:30,3,2055,1746,58.2,59.7,62.7,16.6,12.06
511,2017-11-15 08:21:31,3,2046,1741,58.2,59.7,62.7,16.6,11.42
512,2017-11-15 08:21:32,3,2052,1740,58.1,59.7,62.7,16.6,11.98
513,2017-11-15 08:21:33,3,2060,1742,58.2,59.7,62.7,16.6,11.5
514,2017-11-15 08:21:34,3,2048,1741,58.2,59.7,62.7,16.6,11.72
515,2017-11-15 08:21:35,3,2053,1743,58.1,59.7,62.7,16.6,12.58
516,2017-11-15 08:21:36,3,2048,1745,58.2,59.7,62.7,16.6,11.3
517,2017-11-15 08:21:37,3,2050,1746,58.2,59.7,62.7,16.6,11.72
518,2017-11-15 08:21:38,3,2063,1750,58.2,59.7,62.7,16.6,12.35
519,2017-11-15 08:21:39,3,2048,1750,58.2,59.7,62.7,16.6,11.37
520,2017-11-15 08:21:40,3,2056,1755,58.2,59.7,62.7,16.6,12.28
521,2017-11-15 08:21:41,3,2053,1758,58.2,59.7,62.7,16.6,12.87
522,2017-11-15 08:21:42,3,2043,1755,58.2,59.7,62.7,16.6,12.61
523,2017-11-15 08:21:43,3,2048,1756,58.2,59.7,62.7,16.6,12.19
524,2017-11-15 08:21:44,3,2052,1755,58.2,59.7,62.7,16.6,11.55
525,2017-11-15 08:21:45,3,2056,1754,58.2,59.7,62.7,16.6,12.2
526,2017-11-15 08:21:46,3,2045,1749,58.2,59.7,62.7,16.6,10.85
527,2017-11-15 08:21:47,3,2045,1746,58.2,59.7,62.7,16.6,11.44
528,2017-11-15 08:21:48,3,2057,1742,58.2,59.7,62.7,16.5,12.12
529,2017-11-15 08:21:49,3,2042,1738,58.2,59.7,62.7,16.6,12.15
530,2017-11-15 08:21:50,3,2055,1738,58.2,59.7,62.7,16.6,10.9
531,2017-11-15 08:21:51,3,2048,1740,58.2,59.7,62.7,16.6,12.31
532,2017-11-15 08:21:52,3,2048,1742,58.2,59.7,62.7,16.6,12.02
533,2017-11-15 08:21:53,3,2056,1746,58.2,59.7,62.7,16.6,12.12
534,2017-11-15 08:21:54,3,2063,1752,58.2,59.7,62.7,16.6,11.78
535,2017-11-15 08:21:55,3,2041,1749,58.2,59.7,62.7,16.6,12.78
536,2017-11-15 08:21:56,3,2052,1749,58.2,59.7,62.7,16.6,12.02
537,2017-11-15 08:21:57,3,2040,1743,58.2,59.7,62.7,16.6,11.12
538,2017-11-15 08:21:58,3,2038,1735,58.2,59.7,62.7,16.6,11.24
539,2017-11-15 08:21:59,3,1999,1732,58.2,59.7,62.7,16.5,12.28
540,2017-11-15 08:22:00,3,1966,1735,58.2,59.7,62.7,16.6,11.92
541,2017-11-15 08:22:01,3,1959,1738,58.2,59.7,62.7,16.6,10.88
542,2017-11-15 08:22:02,3,2019,1744,58.2,59.7,62.7,16.6,11.15
543,2017-11-15 08:22:03,3,2052,1751,58.2,59.7,62.7,16.6,11.23
544,2017-11-15 08:22:04,3,2044,1749,58.2,59.7,62.7,16.6,11.45
545,2017-11-15 08:22:05,3,2052,1744,58.2,59.7,62.7,16.6,12.21
546,2017-11-15 08:22:06,3,2045,1743,58.2,59.7,62.7,16.6,10.32
547,2017-11-15 08:22:07,3,2049,1744,58.2,59.7,62.7,16.6,10.62
548,2017-11-15 08:22:08,3,2054,1746,58.2,59.7,62.7,16.6,11.97
549,2017-11-15 08:22:09,3,2065,1754,58.2,59.7,62.7,16.6,10.81
550,2017-11-15 08:22:10,3,2057,1758,58.2,59.7,62.7,16.6,11.01
551,2017-11-15 08:22:11,3,2056,1764,58.2,59.7,62.7,16.6,11.35
552,2017-11-15 08:22:12,3,2059,1769,58.2,59.7,62.7,16.6,12.56
553,2017-11-15 08:22:13,3,2057,1773,58.2,59.7,62.7,16.6,12.13
554,2017-11-15 08:22:14,3,2051,1770,58.2,59.7,62.7,16.6,12.92
555,2017-11-15 08:22:15,3,2052,1767,58.2,59.7,62.7,16.6,11.57
556,2017-11-15 08:22:16,3,2039,1759,58.2,59.7,62.7,16.6,12.35
557,2017-11-15 08:22:17,3,2046,1748,58.2,59.7,62.7,16.6,12.11
558,2017-11-15 08:22:18,3,2038,1739,58.2,59.7,62.8,16.6,11.67
559,2017-11-15 08:22:19,3,2054,1735,58.2,59.7,62.7,16.6,12.1
560,2017-11-15 08:22:20,3,2056,1734,58.2,59.7,62.7,16.6,12.19
561,2017-11-15 08:22:21,3,2039,1735,58.2,59.7,62.8,16.6,10.55
562,2017-11-15 08:22:22,3,2046,1739,58.2,59.7,62.7,16.6,11.43
563,2017-11-15 08:22:23,3,2059,1745,58.2,59.7,62.7,16.6,12.67
564,2017-11-15 08:22:24,3,2050,1749,58.2,59.7,62.7,16.6,11.54
565,2017-11-15 08:22:25,3,2053,1751,58.2,59.7,62.7,16.6,11.48
566,2017-11-15 08:22:26,3,2054,1756,58.2,59.7,62.7,16.6,11.97
567,2017-11-15 08:22:27,3,2051,1755,58.2,59.7,62.7,16.6,12.45
568,2017-11-15 08:22:28,3,2051,1755,58.2,59.7,62.7,16.6,11.11
569,2017-11-15 08:22:29,3,2047,1754,58.2,59.7,62.7,16.6,11.46
570,2017-11-15 08:22:30,3,2051,1753,58.1,59.7,62.7,16.6,11.1
571,2017-11-15 08:22:31,3,2057,1753,58.1,59.7,62.8,16.6,11.13
572,2017-11-15 08:22:32,3,2053,1754,58.2,59.7,62.7,16.6,12.09
573,2017-11-15 08:22:33,3,2054,1754,58.2,59.8,62.7,16.6,12.39
574,2017-11-15 08:22:34,3,2063,1755,58.2,59.7,62.7,16.6,11.25
575,2017-11-15 08:22:35,3,2056,1754,58.2,59.7,62.7,16.6,12.11
576,2017-11-15 08:22:36,3,2050,1754,58.2,59.7,62.7,16.6,13.21
577,2017-11-15 08:22:37,3,2052,1753,58.2,59.7,62.7,16.6,11.96
578,2017-11-15 08:22:38,3,2055,1754,58.2,59.7,62.7,16.6,12.77
579,2017-11-15 08:22:39,3,2055,1753,58.2,59.7,62.7,16.6,12.86
580,2017-11-15 08:22:40,3,2048,1755,58.2,59.7,62.7,16.6,12.2
581,2017-11-15 08:22:41,3,2049,1755,58.2,59.7,62.7,16.6,11.63
582,2017-11-15 08:22:42,3,2046,1755,58.2,59.7,62.8,16.6,11.66
583,2017-11-15 08:22:43,3,2055,1758,58.2,59.7,62.8,16.6,10.95
584,2017-11-15 08:22:44,3,2052,1757,58.2,59.7,62.7,16.6,11.76
585,2017-11-15 08:22:45,3,2048,1754,58.2,59.7,62.7,16.6,12.3
586,2017-11-15 08:22:46,3,2056,1753,58.2,59.7,62.7,16.6,10.79
587,2017-11-15 08:22:47,3,2051,1751,58.2,59.7,62.7,16.6,11.78
588,2017-11-15 08:22:48,3,2053,1749,58.2,59.7,62.7,16.6,11.52
589,2017-11-15 08:22:49,3,2048,1747,58.2,59.7,62.7,16.6,11.01
590,2017-11-15 08:22:50,3,2060,1749,58.2,59.7,62.7,16.6,12.02
591,2017-11-15 08:22:51,3,2049,1749,58.2,59.8,62.8,16.6,10.23
592,2017-11-15 08:22:52,3,2065,1752,58.2,59.7,62.7,16.6,11.75
593,2017-11-15 08:22:53,3,2061,1758,58.2,59.7,62.7,16.6,11.53
594,2017-11-15 08:22:54,3,2053,1757,58.2,59.7,62.7,16.6,13.21
595,2017-11-15 08:22:55,3,2048,1757,58.2,59.7,62.7,16.6,13.79
596,2017-11-15 08:22:56,3,2044,1755,58.2,59.7,62.7,16.6,12.73
597,2017-11-15 08:22:57,3,2043,1749,58.2,59.7,62.7,16.6,10.86
598,2017-11-15 08:22:58,3,2044,1743,58.2,59.8,62.7,16.6,11.78
599,2017-11-15 08:22:59,3,2044,1738,58.2,59.7,62.7,16.6,11.79
600,2017-11-15 08:23:00,3,2040,1734,58.2,59.7,62.8,16.6,11.79
601,2017-11-15 08:23:01,3,2008,1732,58.2,59.7,62.7,16.6,10.13
602,2017-11-15 08:23:02,3,2001,1738,58.2,59.7,62.8,16.6,11.87
603,2017-11-15 08:23:03,3,2028,1744,58.2,59.7,62.8,16.6,11.56
604,2017-11-15 08:23:04,3,2060,1750,58.2,59.7,62.8,16.6,9.6
605,2017-11-15 08:23:05,3,2055,1754,58.2,59.7,62.8,16.6,11.18
606,2017-11-15 08:23:06,3,2057,1755,58.2,59.7,62.8,16.6,11.2
607,2017-11-15 08:23:07,3,2062,1757,58.2,59.7,62.7,16.6,11.57
608,2017-11-15 08:23:08,3,2055,1758,58.2,59.7,62.7,16.6,11.62
609,2017-11-15 08:23:09,3,2062,1761,58.2,59.7,62.7,16.6,11.88
610,2017-11-15 08:23:10,3,2056,1763,58.2,59.7,62.7,16.6,11.49
611,2017-11-15 08:23:11,3,2041,1760,58.2,59.7,62.7,16.6,11.21
612,2017-11-15 08:23:12,3,2045,1758,58.2,59.7,62.8,16.6,12.63
613,2017-11-15 08:23:13,3,2041,1753,58.2,59.8,62.8,16.6,10.64
614,2017-11-15 08:23:14,3,2038,1746,58.2,59.8,62.7,16.6,12.55
615,2017-11-15 08:23:15,3,2047,1745,58.2,59.7,62.7,16.6,13.16
616,2017-11-15 08:23:16,3,2046,1741,58.2,59.7,62.7,16.6,12.77
617,2017-11-15 08:23:17,3,2044,1740,58.2,59.7,62.7,16.6,12.42
618,2017-11-15 08:23:18,3,2058,1742,58.2,59.8,62.7,16.6,12.68
619,2017-11-15 08:23:19,3,2054,1744,58.2,59.7,62.7,16.6,11.44
620,2017-11-15 08:23:20,3,2056,1747,58.2,59.8,62.8,16.6,12.23
621,2017-11-15 08:23:21,3,2057,1746,58.2,59.8,62.8,16.6,13.19
622,2017-11-15 08:23:22,3,2058,1749,58.2,59.7,62.7,16.6,11.77
623,2017-11-15 08:23:23,3,2044,1746,58.2,59.7,62.7,16.6,12.42
624,2017-11-15 08:23:24,3,2063,1747,58.2,59.7,62.7,16.6,13.01
625,2017-11-15 08:23:25,3,2058,1746,58.2,59.7,62.8,16.6,12.46
626,2017-11-15 08:23:26,3,2059,1748,58.2,59.8,62.8,16.6,12.03
627,2017-11-15 08:23:27,3,2054,1753,58.2,59.8,62.7,16.6,12.21
628,2017-11-15 08:23:28,3,2063,1759,58.3,59.7,62.8,16.6,10.29
629,2017-11-15 08:23:29,3,2051,1762,58.3,59.7,62.8,16.6,12.31
630,2017-11-15 08:23:30,3,2056,1764,58.3,59.8,62.7,16.6,12.33
631,2017-11-15 08:23:31,3,2053,1763,58.2,59.7,62.7,16.6,12.72
632,2017-11-15 08:23:32,3,2038,1760,58.2,59.7,62.8,16.6,12.42
