,real_time,giWecRunContion,grGenPowerForProcess,grGenSpeedForProcess,grNacelleFanRunningHours,grTemp1GearOil_1sec,grTempGearBearDE_1sec,grTempGearBearNDE_1sec,grTempGearOilHeaterSystem_1sec,grTempNacelle_1sec,grWindSpeed
0,2017-11-17 06:30:14,3,301.6,1320.7,0.0,68.29,67.62,76.09,-1.0,0.1,4.95
1,2017-11-17 06:30:15,3,302.0,1320.2,0.0,68.27,67.6,76.09,-1.0,0.1,4.93
2,2017-11-17 06:30:16,3,304.1,1319.8,0.0,68.3,67.62,76.09,-1.0,0.1,4.63
3,2017-11-17 06:30:17,3,300.6,1318.4,0.0,68.25,67.6,76.09,-1.0,0.1,4.57
4,2017-11-17 06:30:18,3,297.7,1317.7,0.0,68.25,67.6,76.09,-1.0,0.1,4.18
5,2017-11-17 06:30:19,3,298.5,1315.5,0.0,68.24,67.6,76.09,-1.0,0.1,3.93
6,2017-11-17 06:30:20,3,296.9,1314.1,0.0,68.2,67.6,76.09,-1.0,0.1,4.0
7,2017-11-17 06:30:21,3,298.1,1313.1,0.0,68.2,67.6,76.09,-1.0,0.1,4.07
8,2017-11-17 06:30:22,3,297.9,1308.8,0.0,68.2,67.6,76.09,-1.0,0.1,4.59
9,2017-11-17 06:30:23,3,295.9,1307.8,0.0,68.2,67.6,76.09,-1.0,0.1,4.63
10,2017-11-17 06:30:24,3,290.1,1305.9,0.0,68.2,67.6,76.09,-1.0,0.1,4.92
11,2017-11-17 06:30:25,3,290.7,1303.6,0.0,68.2,67.6,76.09,-1.0,0.1,4.99
12,2017-11-17 06:30:26,3,290.1,1300.1,0.0,68.2,67.6,76.09,-1.0,0.1,4.51
13,2017-11-17 06:30:27,3,289.0,1297.2,0.0,68.2,67.6,76.09,-1.0,0.1,4.18
14,2017-11-17 06:30:28,3,289.1,1297.1,0.0,68.2,67.6,76.09,-1.0,0.1,4.07
15,2017-11-17 06:30:29,3,283.1,1295.1,0.0,68.2,67.6,76.09,-1.0,0.1,4.23
16,2017-11-17 06:30:30,3,282.7,1292.9,0.0,68.16,67.6,75.99,-1.0,0.1,4.42
17,2017-11-17 06:30:31,3,281.3,1294.3,0.0,68.13,67.6,75.99,-1.0,0.1,4.53
18,2017-11-17 06:30:32,3,285.8,1292.4,0.0,68.15,67.6,75.99,-1.0,0.1,4.55
19,2017-11-17 06:30:33,3,284.4,1292.9,0.0,68.12,67.6,75.99,-1.0,0.1,4.44
20,2017-11-17 06:30:34,3,281.5,1292.9,0.0,68.1,67.55,75.99,-1.0,0.1,4.12
21,2017-11-17 06:30:35,3,281.8,1290.7,0.0,68.1,67.52,75.99,-1.0,0.1,4.26
22,2017-11-17 06:30:36,3,283.5,1290.6,0.0,68.1,67.5,75.99,-1.0,0.1,4.37
23,2017-11-17 06:30:37,3,281.8,1290.0,0.0,68.1,67.5,75.99,-1.0,0.1,4.42
24,2017-11-17 06:30:38,3,282.4,1289.0,0.0,68.1,67.5,75.99,-1.0,0.1,4.27
25,2017-11-17 06:30:39,3,281.7,1288.0,0.0,68.1,67.5,75.99,-1.0,0.1,4.46
26,2017-11-17 06:30:40,3,278.3,1287.5,0.0,68.1,67.5,75.99,-1.0,0.1,4.6
27,2017-11-17 06:30:41,3,279.6,1287.7,0.0,68.1,67.5,75.99,-1.0,0.1,4.59
28,2017-11-17 06:30:42,3,281.5,1288.1,0.0,68.1,67.5,75.99,-1.0,0.1,4.85
29,2017-11-17 06:30:43,3,280.9,1288.5,0.0,68.1,67.5,75.99,-1.0,0.1,4.86
30,2017-11-17 06:30:44,3,281.0,1289.5,0.0,68.1,67.5,75.99,-1.0,0.1,5.19
31,2017-11-17 06:30:45,3,282.1,1288.4,0.0,68.1,67.5,75.99,-1.0,0.1,4.88
32,2017-11-17 06:30:46,3,279.7,1287.9,0.0,68.1,67.5,75.99,-1.0,0.1,4.78
33,2017-11-17 06:30:47,3,278.7,1287.0,0.0,68.1,67.5,75.99,-1.0,0.1,4.59
34,2017-11-17 06:30:48,3,280.7,1284.9,0.0,68.1,67.5,75.96,-1.0,0.1,4.97
35,2017-11-17 06:30:49,3,277.8,1285.1,0.0,68.1,67.5,75.94,-1.0,0.1,4.85
36,2017-11-17 06:30:50,3,277.0,1283.2,0.0,68.1,67.5,75.92,-1.0,0.1,4.6
37,2017-11-17 06:30:51,3,277.0,1282.4,0.0,68.1,67.5,75.89,-1.0,0.1,4.6
38,2017-11-17 06:30:52,3,274.5,1281.4,0.0,68.1,67.5,75.89,-1.0,0.08,4.86
39,2017-11-17 06:30:53,3,273.6,1279.4,0.0,68.1,67.5,75.89,-1.0,0.08,4.67
40,2017-11-17 06:30:54,3,274.0,1279.5,0.0,68.1,67.48,75.89,-1.0,0.1,4.57
41,2017-11-17 06:30:55,3,274.0,1278.7,0.0,68.1,67.47,75.89,-1.0,0.09,4.37
42,2017-11-17 06:30:56,3,276.2,1277.3,0.0,68.1,67.47,75.89,-1.0,0.1,4.19
43,2017-11-17 06:30:57,3,276.5,1279.0,0.0,68.1,67.45,75.89,-1.0,0.08,4.23
44,2017-11-17 06:30:58,3,272.6,1278.6,0.0,68.1,67.4,75.89,-1.0,0.1,4.3
45,2017-11-17 06:30:59,3,272.5,1278.2,0.0,68.1,67.4,75.81,-1.0,0.1,4.42
46,2017-11-17 06:31:00,3,276.8,1280.0,0.0,68.1,67.4,75.79,-1.0,0.1,3.96
47,2017-11-17 06:31:01,3,277.2,1280.7,0.0,68.1,67.4,75.79,-1.0,0.05,4.22
48,2017-11-17 06:31:02,3,273.9,1281.2,0.0,68.1,67.4,75.79,-1.0,0.05,4.49
49,2017-11-17 06:31:03,3,275.2,1284.1,0.0,68.1,67.4,75.79,-1.0,0.0,5.11
50,2017-11-17 06:31:04,3,278.6,1286.2,0.0,68.1,67.4,75.79,-1.0,0.08,4.63
51,2017-11-17 06:31:05,3,279.0,1287.2,0.0,68.1,67.4,75.79,-1.0,0.07,4.48
52,2017-11-17 06:31:06,3,280.3,1288.2,0.0,68.1,67.4,75.79,-1.0,0.06,4.64
53,2017-11-17 06:31:07,3,278.2,1289.1,0.0,68.1,67.38,75.79,-1.0,0.03,4.7
54,2017-11-17 06:31:08,3,282.2,1290.8,0.0,68.1,67.37,75.79,-1.0,0.05,4.73
55,2017-11-17 06:31:09,3,281.1,1290.7,0.0,68.1,67.32,75.79,-1.0,0.05,4.51
56,2017-11-17 06:31:10,3,282.3,1290.5,0.0,68.1,67.3,75.79,-1.0,0.03,4.48
57,2017-11-17 06:31:11,3,281.6,1290.7,0.0,68.1,67.3,75.79,-1.0,0.08,4.35
58,2017-11-17 06:31:12,3,278.9,1289.1,0.0,68.1,67.3,75.79,-1.0,0.05,4.38
59,2017-11-17 06:31:13,3,279.2,1288.7,0.0,68.1,67.3,75.79,-1.0,0.04,4.4
60,2017-11-17 06:31:14,3,279.3,1288.6,0.0,68.1,67.3,75.78,-1.0,0.03,4.37
61,2017-11-17 06:31:15,3,278.2,1286.3,0.0,68.1,67.3,75.73,-1.0,0.05,4.19
62,2017-11-17 06:31:16,3,279.7,1287.1,0.0,68.1,67.3,75.74,-1.0,0.03,4.07
63,2017-11-17 06:31:17,3,282.3,1285.9,0.0,68.1,67.3,75.69,-1.0,0.04,4.09
64,2017-11-17 06:31:18,3,275.3,1284.6,0.0,68.1,67.3,75.69,-1.0,0.05,4.63
65,2017-11-17 06:31:19,3,277.2,1285.3,0.0,68.1,67.3,75.69,-1.0,0.04,4.66
66,2017-11-17 06:31:20,3,279.1,1283.7,0.0,68.1,67.3,75.69,-1.0,0.03,4.45
67,2017-11-17 06:31:21,3,275.7,1282.8,0.0,68.1,67.3,75.63,-1.0,0.05,4.7
68,2017-11-17 06:31:22,3,276.3,1283.6,0.0,68.1,67.3,75.62,-1.0,0.0,4.55
69,2017-11-17 06:31:23,3,275.2,1283.0,0.0,68.1,67.3,75.59,-1.0,0.03,4.77
70,2017-11-17 06:31:24,3,277.4,1283.7,0.0,68.1,67.3,75.59,-1.0,0.03,4.6
71,2017-11-17 06:31:25,3,277.0,1283.6,0.0,68.1,67.3,75.59,-1.0,0.0,4.66
72,2017-11-17 06:31:26,3,277.2,1285.3,0.0,68.1,67.3,75.59,-1.0,0.05,4.73
73,2017-11-17 06:31:27,3,277.2,1286.3,0.0,68.1,67.26,75.59,-1.0,0.0,5.16
74,2017-11-17 06:31:28,3,277.2,1286.5,0.0,68.1,67.22,75.59,-1.0,0.0,5.41
75,2017-11-17 06:31:29,3,278.2,1288.2,0.0,68.1,67.2,75.59,-1.0,0.03,6.35
